period,productName,activityId,activityName,countryRegionId,countryRegionName,value,unit
2025-07-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,194.053,MBBL
2025-06-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,187.54,MBBL
2025-05-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,184.636,MBBL
2025-04-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,192.766,MBBL
2025-03-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,188.058,MBBL
2025-02-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,185.127,MBBL
2025-01-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,188.771,MBBL
2024-12-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,194.606,MBBL
2024-11-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,190.932,MBBL
2024-10-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,189.406,MBBL
2024-09-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,189.547,MBBL
2024-08-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,192.035,MBBL
2024-07-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,190.997,MBBL
2024-06-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,201.476,MBBL
2024-05-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,197.971,MBBL
2024-04-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,205.984,MBBL
2024-03-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,198.863,MBBL
2024-02-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,193.74,MBBL
2024-01-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,198.468,MBBL
2023-12-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,197.101,MBBL
2023-11-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,195.493,MBBL
2023-10-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,188.543,MBBL
2023-09-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,185.44,MBBL
2023-08-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,188.171,MBBL
2023-07-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,183.314,MBBL
2023-06-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,179.957,MBBL
2023-05-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,183.226,MBBL
2023-04-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,190.036,MBBL
2023-03-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,188.283,MBBL
2023-02-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,186.028,MBBL
2023-01-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,188.454,MBBL
2022-12-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,199.832,MBBL
2022-11-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,195.577,MBBL
2022-10-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,191.004,MBBL
2022-09-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,188.105,MBBL
2022-08-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,192.15,MBBL
2022-07-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,189.087,MBBL
2022-06-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,186.101,MBBL
2022-05-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,187.126,MBBL
2022-04-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,189.188,MBBL
2022-03-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,185.737,MBBL
2022-02-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,188.231,MBBL
2022-01-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,191.26,MBBL
2021-12-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,201.746,MBBL
2021-11-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,208.818,MBBL
2021-10-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,208.802,MBBL
2021-09-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,204.296,MBBL
2021-08-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,207.134,MBBL
2021-07-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,209.131,MBBL
2021-06-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,201.676,MBBL
2021-05-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,198.474,MBBL
2021-04-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,199.242,MBBL
2021-03-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,197.893,MBBL
2021-02-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,195.989,MBBL
2021-01-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,203.882,MBBL
2020-12-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,201.15,MBBL
2020-11-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,201.323,MBBL
2020-10-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,196.705,MBBL
2020-09-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,198.321,MBBL
2020-08-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,199.606,MBBL
2020-07-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,203.071,MBBL
2020-06-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,202.991,MBBL
2020-05-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,202.359,MBBL
2020-04-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,205.897,MBBL
2020-03-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,199.084,MBBL
2020-02-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,192.988,MBBL
2020-01-01,Petroleum and other liquids,5,"Stocks, OECD",CAN,Canada,197.816,MBBL
2025-07-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,257.079,MBBL
2025-06-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,254.689,MBBL
2025-05-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,259.902,MBBL
2025-04-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,256.962,MBBL
2025-03-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,257.427,MBBL
2025-02-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,262.555,MBBL
2025-01-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,264.08,MBBL
2024-12-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,264.171,MBBL
2024-11-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,260.414,MBBL
2024-10-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,261.382,MBBL
2024-09-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,263.83,MBBL
2024-08-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,267.953,MBBL
2024-07-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,264.968,MBBL
2024-06-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,267.032,MBBL
2024-05-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,267.041,MBBL
2024-04-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,265.954,MBBL
2024-03-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,265.934,MBBL
2024-02-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,265.285,MBBL
2024-01-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,265.866,MBBL
2023-12-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,262.902,MBBL
2023-11-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,256.271,MBBL
2023-10-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,258.145,MBBL
2023-09-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,262.362,MBBL
2023-08-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,269.279,MBBL
2023-07-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,269.049,MBBL
2023-06-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,264.691,MBBL
2023-05-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,268.731,MBBL
2023-04-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,265.965,MBBL
2023-03-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,264.322,MBBL
2023-02-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,275.364,MBBL
2023-01-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,281.969,MBBL
2022-12-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,271.687,MBBL
2022-11-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,269.126,MBBL
2022-10-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,270.676,MBBL
2022-09-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,265.596,MBBL
2022-08-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,262.046,MBBL
2022-07-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,264.031,MBBL
2022-06-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,267.652,MBBL
2022-05-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,271.331,MBBL
2022-04-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,270.778,MBBL
2022-03-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,269.112,MBBL
2022-02-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,269.046,MBBL
2022-01-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,270.554,MBBL
2021-12-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,268.877,MBBL
2021-11-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,270.772,MBBL
2021-10-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,269.427,MBBL
2021-09-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,270.122,MBBL
2021-08-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,276.555,MBBL
2021-07-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,278.705,MBBL
2021-06-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,275.709,MBBL
2021-05-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,279.201,MBBL
2021-04-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,277.148,MBBL
2021-03-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,278.021,MBBL
2021-02-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,280.203,MBBL
2021-01-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,285.612,MBBL
2020-12-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,278.244,MBBL
2020-11-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,279.663,MBBL
2020-10-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,274.982,MBBL
2020-09-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,276.615,MBBL
2020-08-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,283.111,MBBL
2020-07-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,278.953,MBBL
2020-06-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,281.253,MBBL
2020-05-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,281.749,MBBL
2020-04-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,276.715,MBBL
2020-03-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,278.814,MBBL
2020-02-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,279.755,MBBL
2020-01-01,Petroleum and other liquids,5,"Stocks, OECD",DEU,Germany,278.212,MBBL
2025-07-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,148.569,MBBL
2025-06-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,150.82,MBBL
2025-05-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,150.917,MBBL
2025-04-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,145.29,MBBL
2025-03-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,151.938,MBBL
2025-02-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,151.804,MBBL
2025-01-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,152.635,MBBL
2024-12-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,153.888,MBBL
2024-11-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,153.256,MBBL
2024-10-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,153.266,MBBL
2024-09-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,154.17,MBBL
2024-08-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,151.36,MBBL
2024-07-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,155.14,MBBL
2024-06-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,155.977,MBBL
2024-05-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,153.738,MBBL
2024-04-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,151.894,MBBL
2024-03-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,154.483,MBBL
2024-02-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,151.807,MBBL
2024-01-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,148.713,MBBL
2023-12-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,149.335,MBBL
2023-11-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,148.993,MBBL
2023-10-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,150.865,MBBL
2023-09-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,154.733,MBBL
2023-08-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,156.459,MBBL
2023-07-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,155.523,MBBL
2023-06-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,151.808,MBBL
2023-05-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,154.584,MBBL
2023-04-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,151.801,MBBL
2023-03-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,138.673,MBBL
2023-02-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,156.634,MBBL
2023-01-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,157.416,MBBL
2022-12-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,151.275,MBBL
2022-11-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,148.958,MBBL
2022-10-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,145.868,MBBL
2022-09-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,142.253,MBBL
2022-08-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,149.016,MBBL
2022-07-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,145.843,MBBL
2022-06-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,144.585,MBBL
2022-05-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,148.165,MBBL
2022-04-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,146.445,MBBL
2022-03-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,148.781,MBBL
2022-02-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,152.885,MBBL
2022-01-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,154.178,MBBL
2021-12-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,151.573,MBBL
2021-11-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,153.382,MBBL
2021-10-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,152.942,MBBL
2021-09-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,157.324,MBBL
2021-08-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,160.451,MBBL
2021-07-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,162.113,MBBL
2021-06-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,163.027,MBBL
2021-05-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,163.853,MBBL
2021-04-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,162.606,MBBL
2021-03-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,162.121,MBBL
2021-02-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,164.961,MBBL
2021-01-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,162.117,MBBL
2020-12-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,158.446,MBBL
2020-11-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,168.075,MBBL
2020-10-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,163.837,MBBL
2020-09-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,167.652,MBBL
2020-08-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,168.268,MBBL
2020-07-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,166.32,MBBL
2020-06-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,165.525,MBBL
2020-05-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,165.132,MBBL
2020-04-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,164.75,MBBL
2020-03-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,162.546,MBBL
2020-02-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,161.054,MBBL
2020-01-01,Petroleum and other liquids,5,"Stocks, OECD",FRA,France,157.509,MBBL
2025-07-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,65.884,MBBL
2025-06-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,70.001,MBBL
2025-05-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,72.772,MBBL
2025-04-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,72.061,MBBL
2025-03-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,69.031,MBBL
2025-02-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,71.038,MBBL
2025-01-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,71.027,MBBL
2024-12-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,72.397,MBBL
2024-11-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,72.876,MBBL
2024-10-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,72.505,MBBL
2024-09-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,71.344,MBBL
2024-08-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,72.423,MBBL
2024-07-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,72.252,MBBL
2024-06-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,73.156,MBBL
2024-05-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,71.549,MBBL
2024-04-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,72.524,MBBL
2024-03-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,72.161,MBBL
2024-02-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,71.305,MBBL
2024-01-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,69.663,MBBL
2023-12-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,72.195,MBBL
2023-11-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,70.672,MBBL
2023-10-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,70.588,MBBL
2023-09-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,71.185,MBBL
2023-08-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,72.28,MBBL
2023-07-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,69.957,MBBL
2023-06-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,66.89,MBBL
2023-05-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,72.154,MBBL
2023-04-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,74.937,MBBL
2023-03-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,69.552,MBBL
2023-02-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,71.683,MBBL
2023-01-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,69.749,MBBL
2022-12-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,65.887,MBBL
2022-11-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,65.393,MBBL
2022-10-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,64.127,MBBL
2022-09-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,71.072,MBBL
2022-08-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,68.256,MBBL
2022-07-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,71.043,MBBL
2022-06-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,66.251,MBBL
2022-05-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,67.234,MBBL
2022-04-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,69.462,MBBL
2022-03-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,67.065,MBBL
2022-02-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,69.684,MBBL
2022-01-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,66.655,MBBL
2021-12-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,71.306,MBBL
2021-11-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,70.526,MBBL
2021-10-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,70.86,MBBL
2021-09-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,70.046,MBBL
2021-08-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,71.101,MBBL
2021-07-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,75.046,MBBL
2021-06-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,73.874,MBBL
2021-05-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,77.806,MBBL
2021-04-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,72.366,MBBL
2021-03-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,74.67,MBBL
2021-02-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,76.205,MBBL
2021-01-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,84.485,MBBL
2020-12-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,85.463,MBBL
2020-11-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,83.744,MBBL
2020-10-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,86.845,MBBL
2020-09-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,83.517,MBBL
2020-08-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,86.052,MBBL
2020-07-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,90.233,MBBL
2020-06-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,89.897,MBBL
2020-05-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,86.348,MBBL
2020-04-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,89.403,MBBL
2020-03-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,83.53,MBBL
2020-02-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,82.726,MBBL
2020-01-01,Petroleum and other liquids,5,"Stocks, OECD",GBR,United Kingdom,84.519,MBBL
2025-07-01,Petroleum and other liquids,5,"Stocks, OECD",ITA,Italy,125.783,MBBL
2025-06-01,Petroleum and other liquids,5,"Stocks, OECD",ITA,Italy,121.309,MBBL
2025-05-01,Petroleum and other liquids,5,"Stocks, OECD",ITA,Italy,124.626,MBBL
2025-04-01,Petroleum and other liquids,5,"Stocks, OECD",ITA,Italy,125.637,MBBL
2025-03-01,Petroleum and other liquids,5,"Stocks, OECD",ITA,Italy,128.05,MBBL
2025-02-01,Petroleum and other liquids,5,"Stocks, OECD",ITA,Italy,130.384,MBBL
2025-01-01,Petroleum and other liquids,5,"Stocks, OECD",ITA,Italy,120.302,MBBL
2024-12-01,Petroleum and other liquids,5,"Stocks, OECD",ITA,Italy,119.404,MBBL
2024-11-01,Petroleum and other liquids,5,"Stocks, OECD",ITA,Italy,118.953,MBBL
2024-10-01,Petroleum and other liquids,5,"Stocks, OECD",ITA,Italy,123.828,MBBL
2024-09-01,Petroleum and other liquids,5,"Stocks, OECD",ITA,Italy,116.547,MBBL
2024-08-01,Petroleum and other liquids,5,"Stocks, OECD",ITA,Italy,120.542,MBBL
2024-07-01,Petroleum and other liquids,5,"Stocks, OECD",ITA,Italy,124.935,MBBL
2024-06-01,Petroleum and other liquids,5,"Stocks, OECD",ITA,Italy,126.077,MBBL
2024-05-01,Petroleum and other liquids,5,"Stocks, OECD",ITA,Italy,126.691,MBBL
2024-04-01,Petroleum and other liquids,5,"Stocks, OECD",ITA,Italy,128.217,MBBL
2024-03-01,Petroleum and other liquids,5,"Stocks, OECD",ITA,Italy,122.848,MBBL
