period,originName,destinationId,gradeId,gradeName,quantity,quantity-units
2013-06-01,Venezuela,US,HSW,Heavy Sweet,700,thousand barrels
2013-06-01,Venezuela,US,MED,Medium,101,thousand barrels
2013-06-01,Vietnam,US,LSW,Light Sweet,611,thousand barrels
2013-06-01,Vietnam,US,MED,Medium,357,thousand barrels
2013-07-01,Algeria,US,LSW,Light Sweet,611,thousand barrels
2013-07-01,Angola,US,HSO,Heavy Sour,765,thousand barrels
2013-07-01,Angola,US,HSW,Heavy Sweet,1448,thousand barrels
2013-07-01,Angola,US,LSW,Light Sweet,1363,thousand barrels
2013-07-01,Angola,US,MED,Medium,3102,thousand barrels
2013-07-01,Azerbaijan,US,LSW,Light Sweet,2089,thousand barrels
2013-07-01,Belize,US,LSO,Light Sour,67,thousand barrels
2013-07-01,Brazil,US,HSO,Heavy Sour,2421,thousand barrels
2013-07-01,Brazil,US,LSO,Light Sour,1002,thousand barrels
2013-07-01,Canada,US,HSO,Heavy Sour,45706,thousand barrels
2013-07-01,Canada,US,HSW,Heavy Sweet,1657,thousand barrels
2013-07-01,Canada,US,LSO,Light Sour,5009,thousand barrels
2013-07-01,Canada,US,LSW,Light Sweet,6787,thousand barrels
2013-07-01,Canada,US,MED,Medium,19443,thousand barrels
2013-07-01,Chad,US,HSW,Heavy Sweet,2381,thousand barrels
2013-07-01,Colombia,US,HSO,Heavy Sour,16286,thousand barrels
2013-07-01,Colombia,US,LSW,Light Sweet,200,thousand barrels
2013-07-01,Colombia,US,MED,Medium,1312,thousand barrels
2013-07-01,Congo-Brazzaville,US,LSW,Light Sweet,270,thousand barrels
2013-07-01,Ecuador,US,HSO,Heavy Sour,5191,thousand barrels
2013-07-01,Ecuador,US,MED,Medium,756,thousand barrels
2013-07-01,Equatorial Guinea,US,MED,Medium,994,thousand barrels
2013-07-01,Gabon,US,LSW,Light Sweet,1412,thousand barrels
2013-07-01,Gabon,US,MED,Medium,682,thousand barrels
2013-07-01,Guatemala,US,HSO,Heavy Sour,241,thousand barrels
2013-07-01,Indonesia,US,MED,Medium,259,thousand barrels
2013-07-01,Iraq,US,MED,Medium,9275,thousand barrels
2013-07-01,Kuwait,US,HSO,Heavy Sour,1244,thousand barrels
2013-07-01,Kuwait,US,MED,Medium,7777,thousand barrels
2013-07-01,Libya,US,LSW,Light Sweet,4035,thousand barrels
2013-07-01,Mexico,US,HSO,Heavy Sour,21011,thousand barrels
2013-07-01,Mexico,US,LSO,Light Sour,2721,thousand barrels
2013-07-01,Mexico,US,LSW,Light Sweet,456,thousand barrels
2013-07-01,Mexico,US,MED,Medium,1227,thousand barrels
2013-07-01,Nigeria,US,LSW,Light Sweet,3796,thousand barrels
2013-07-01,Nigeria,US,MED,Medium,1874,thousand barrels
2013-07-01,Norway,US,LSW,Light Sweet,1051,thousand barrels
2013-07-01,Oman,US,MED,Medium,802,thousand barrels
2013-07-01,Russia,US,HSO,Heavy Sour,80,thousand barrels
2013-07-01,Russia,US,LSO,Light Sour,393,thousand barrels
2013-07-01,Saudi Arabia,US,HSO,Heavy Sour,501,thousand barrels
2013-07-01,Saudi Arabia,US,LSO,Light Sour,4715,thousand barrels
2013-07-01,Saudi Arabia,US,MED,Medium,34754,thousand barrels
2013-07-01,Thailand,US,LSW,Light Sweet,240,thousand barrels
2013-07-01,Trinidad and Tobago,US,MED,Medium,460,thousand barrels
2013-07-01,United Kingdom,US,HSO,Heavy Sour,1058,thousand barrels
2013-07-01,Venezuela,US,HSO,Heavy Sour,25903,thousand barrels
2013-07-01,Vietnam,US,LSW,Light Sweet,897,thousand barrels
2013-08-01,Algeria,US,LSW,Light Sweet,620,thousand barrels
2013-08-01,Angola,US,HSO,Heavy Sour,2612,thousand barrels
2013-08-01,Angola,US,HSW,Heavy Sweet,1433,thousand barrels
2013-08-01,Angola,US,LSW,Light Sweet,3054,thousand barrels
2013-08-01,Angola,US,MED,Medium,3635,thousand barrels
2013-08-01,Argentina,US,HSW,Heavy Sweet,993,thousand barrels
2013-08-01,Azerbaijan,US,LSW,Light Sweet,1049,thousand barrels
2013-08-01,Belize,US,LSO,Light Sour,67,thousand barrels
2013-08-01,Brazil,US,HSO,Heavy Sour,3126,thousand barrels
2013-08-01,Brazil,US,HSW,Heavy Sweet,479,thousand barrels
2013-08-01,Brazil,US,MED,Medium,1045,thousand barrels
2013-08-01,Canada,US,HSO,Heavy Sour,49522,thousand barrels
2013-08-01,Canada,US,HSW,Heavy Sweet,2788,thousand barrels
2013-08-01,Canada,US,LSO,Light Sour,5574,thousand barrels
2013-08-01,Canada,US,LSW,Light Sweet,5248,thousand barrels
2013-08-01,Canada,US,MED,Medium,17877,thousand barrels
2013-08-01,Chad,US,HSW,Heavy Sweet,2498,thousand barrels
2013-08-01,Colombia,US,HSO,Heavy Sour,8396,thousand barrels
2013-08-01,Colombia,US,HSW,Heavy Sweet,302,thousand barrels
2013-08-01,Colombia,US,LSO,Light Sour,149,thousand barrels
2013-08-01,Colombia,US,LSW,Light Sweet,540,thousand barrels
2013-08-01,Colombia,US,MED,Medium,1689,thousand barrels
2013-08-01,Congo-Brazzaville,US,LSW,Light Sweet,1728,thousand barrels
2013-08-01,Ecuador,US,HSO,Heavy Sour,8774,thousand barrels
2013-08-01,Ecuador,US,MED,Medium,1887,thousand barrels
2013-08-01,Equatorial Guinea,US,MED,Medium,1019,thousand barrels
2013-08-01,Gabon,US,LSW,Light Sweet,1076,thousand barrels
2013-08-01,Gabon,US,MED,Medium,647,thousand barrels
2013-08-01,Guatemala,US,HSO,Heavy Sour,485,thousand barrels
2013-08-01,Indonesia,US,MED,Medium,327,thousand barrels
2013-08-01,Iraq,US,LSO,Light Sour,549,thousand barrels
2013-08-01,Iraq,US,MED,Medium,11759,thousand barrels
2013-08-01,Kuwait,US,HSO,Heavy Sour,2121,thousand barrels
2013-08-01,Kuwait,US,LSO,Light Sour,1548,thousand barrels
2013-08-01,Kuwait,US,MED,Medium,8733,thousand barrels
2013-08-01,Libya,US,LSW,Light Sweet,1428,thousand barrels
2013-08-01,Mauritania,US,HSO,Heavy Sour,625,thousand barrels
2013-08-01,Mexico,US,HSO,Heavy Sour,21847,thousand barrels
2013-08-01,Mexico,US,LSO,Light Sour,1646,thousand barrels
2013-08-01,Mexico,US,LSW,Light Sweet,21,thousand barrels
2013-08-01,Mexico,US,MED,Medium,2673,thousand barrels
2013-08-01,Netherlands,US,HSO,Heavy Sour,503,thousand barrels
2013-08-01,Nigeria,US,LSO,Light Sour,25,thousand barrels
2013-08-01,Nigeria,US,LSW,Light Sweet,3191,thousand barrels
2013-08-01,Nigeria,US,MED,Medium,951,thousand barrels
2013-08-01,Norway,US,LSW,Light Sweet,629,thousand barrels
2013-08-01,Oman,US,MED,Medium,149,thousand barrels
2013-08-01,Peru,US,HSO,Heavy Sour,381,thousand barrels
2013-08-01,Russia,US,LSO,Light Sour,1486,thousand barrels
2013-08-01,Russia,US,MED,Medium,744,thousand barrels
2013-08-01,Saudi Arabia,US,HSO,Heavy Sour,1807,thousand barrels
2013-08-01,Saudi Arabia,US,LSO,Light Sour,4231,thousand barrels
2013-08-01,Saudi Arabia,US,MED,Medium,35252,thousand barrels
2013-08-01,Thailand,US,LSW,Light Sweet,246,thousand barrels
2013-08-01,Trinidad and Tobago,US,MED,Medium,374,thousand barrels
2013-08-01,United Kingdom,US,HSO,Heavy Sour,530,thousand barrels
2013-08-01,Venezuela,US,HSO,Heavy Sour,17637,thousand barrels
2013-08-01,Venezuela,US,HSW,Heavy Sweet,534,thousand barrels
2013-08-01,Venezuela,US,MED,Medium,536,thousand barrels
2013-08-01,Vietnam,US,LSW,Light Sweet,284,thousand barrels
2013-09-01,Algeria,US,LSW,Light Sweet,795,thousand barrels
2013-09-01,Algeria,US,MED,Medium,5,thousand barrels
2013-09-01,Angola,US,HSO,Heavy Sour,535,thousand barrels
2013-09-01,Angola,US,HSW,Heavy Sweet,916,thousand barrels
2013-09-01,Angola,US,LSW,Light Sweet,958,thousand barrels
2013-09-01,Angola,US,MED,Medium,4383,thousand barrels
2013-09-01,Argentina,US,HSW,Heavy Sweet,1015,thousand barrels
2013-09-01,Azerbaijan,US,LSW,Light Sweet,2102,thousand barrels
2013-09-01,Belize,US,LSO,Light Sour,67,thousand barrels
2013-09-01,Brazil,US,HSO,Heavy Sour,3945,thousand barrels
2013-09-01,Brazil,US,HSW,Heavy Sweet,1864,thousand barrels
2013-09-01,Brazil,US,MED,Medium,25,thousand barrels
2013-09-01,Canada,US,HSO,Heavy Sour,45599,thousand barrels
2013-09-01,Canada,US,HSW,Heavy Sweet,1823,thousand barrels
2013-09-01,Canada,US,LSO,Light Sour,4204,thousand barrels
2013-09-01,Canada,US,LSW,Light Sweet,7428,thousand barrels
2013-09-01,Canada,US,MED,Medium,17032,thousand barrels
2013-09-01,Chad,US,HSW,Heavy Sweet,2268,thousand barrels
2013-09-01,Colombia,US,HSO,Heavy Sour,8711,thousand barrels
2013-09-01,Colombia,US,MED,Medium,552,thousand barrels
2013-09-01,Congo-Brazzaville,US,LSW,Light Sweet,1718,thousand barrels
2013-09-01,Congo-Brazzaville,US,MED,Medium,52,thousand barrels
2013-09-01,Ecuador,US,HSO,Heavy Sour,7108,thousand barrels
2013-09-01,Ecuador,US,LSO,Light Sour,394,thousand barrels
2013-09-01,Equatorial Guinea,US,MED,Medium,500,thousand barrels
2013-09-01,Gabon,US,MED,Medium,1194,thousand barrels
2013-09-01,Indonesia,US,MED,Medium,1124,thousand barrels
2013-09-01,Iraq,US,MED,Medium,8618,thousand barrels
2013-09-01,Kuwait,US,MED,Medium,8980,thousand barrels
2013-09-01,Libya,US,LSW,Light Sweet,1046,thousand barrels
2013-09-01,Libya,US,MED,Medium,12,thousand barrels
2013-09-01,Mexico,US,HSO,Heavy Sour,20527,thousand barrels
2013-09-01,Mexico,US,LSO,Light Sour,1618,thousand barrels
2013-09-01,Mexico,US,MED,Medium,1202,thousand barrels
2013-09-01,Nigeria,US,LSW,Light Sweet,4786,thousand barrels
2013-09-01,Nigeria,US,MED,Medium,2675,thousand barrels
2013-09-01,Peru,US,HSO,Heavy Sour,517,thousand barrels
2013-09-01,Russia,US,LSO,Light Sour,744,thousand barrels
2013-09-01,Saudi Arabia,US,HSO,Heavy Sour,5399,thousand barrels
2013-09-01,Saudi Arabia,US,LSO,Light Sour,5619,thousand barrels
2013-09-01,Saudi Arabia,US,MED,Medium,35143,thousand barrels
2013-09-01,Trinidad and Tobago,US,MED,Medium,348,thousand barrels
2013-09-01,United Kingdom,US,HSO,Heavy Sour,534,thousand barrels
2013-09-01,United Kingdom,US,LSW,Light Sweet,83,thousand barrels
2013-09-01,Venezuela,US,HSO,Heavy Sour,21695,thousand barrels
2013-09-01,Venezuela,US,HSW,Heavy Sweet,1628,thousand barrels
2013-09-01,Vietnam,US,LSW,Light Sweet,208,thousand barrels
2013-10-01,Angola,US,HSO,Heavy Sour,1578,thousand barrels
2013-10-01,Angola,US,HSW,Heavy Sweet,2448,thousand barrels
2013-10-01,Angola,US,MED,Medium,2201,thousand barrels
2013-10-01,Brazil,US,HSO,Heavy Sour,748,thousand barrels
2013-10-01,Brazil,US,MED,Medium,1045,thousand barrels
2013-10-01,Canada,US,HSO,Heavy Sour,48532,thousand barrels
2013-10-01,Canada,US,HSW,Heavy Sweet,2868,thousand barrels
2013-10-01,Canada,US,LSO,Light Sour,1911,thousand barrels
2013-10-01,Canada,US,LSW,Light Sweet,7250,thousand barrels
2013-10-01,Canada,US,MED,Medium,20829,thousand barrels
2013-10-01,Chad,US,HSW,Heavy Sweet,1429,thousand barrels
2013-10-01,Colombia,US,HSO,Heavy Sour,9650,thousand barrels
2013-10-01,Colombia,US,HSW,Heavy Sweet,1461,thousand barrels
2013-10-01,Congo-Brazzaville,US,LSW,Light Sweet,951,thousand barrels
2013-10-01,Ecuador,US,HSO,Heavy Sour,7617,thousand barrels
2013-10-01,Equatorial Guinea,US,MED,Medium,1532,thousand barrels
2013-10-01,Gabon,US,MED,Medium,648,thousand barrels
2013-10-01,Guatemala,US,HSO,Heavy Sour,491,thousand barrels
2013-10-01,Indonesia,US,HSW,Heavy Sweet,308,thousand barrels
2013-10-01,Indonesia,US,MED,Medium,1060,thousand barrels
2013-10-01,Iraq,US,MED,Medium,7000,thousand barrels
2013-10-01,Kuwait,US,HSO,Heavy Sour,2383,thousand barrels
2013-10-01,Kuwait,US,MED,Medium,7999,thousand barrels
2013-10-01,Mexico,US,HSO,Heavy Sour,22124,thousand barrels
2013-10-01,Mexico,US,LSO,Light Sour,1621,thousand barrels
2013-10-01,Mexico,US,LSW,Light Sweet,561,thousand barrels
2013-10-01,Mexico,US,MED,Medium,1244,thousand barrels
2013-10-01,Nigeria,US,HSO,Heavy Sour,7,thousand barrels
2013-10-01,Nigeria,US,HSW,Heavy Sweet,641,thousand barrels
2013-10-01,Nigeria,US,LSW,Light Sweet,1898,thousand barrels
2013-10-01,Nigeria,US,MED,Medium,1956,thousand barrels
2013-10-01,Norway,US,LSW,Light Sweet,1702,thousand barrels
2013-10-01,Peru,US,HSO,Heavy Sour,380,thousand barrels
2013-10-01,Russia,US,HSO,Heavy Sour,113,thousand barrels
2013-10-01,Russia,US,LSO,Light Sour,1297,thousand barrels
2013-10-01,Russia,US,LSW,Light Sweet,905,thousand barrels
2013-10-01,Saudi Arabia,US,HSO,Heavy Sour,5770,thousand barrels
2013-10-01,Saudi Arabia,US,LSO,Light Sour,5175,thousand barrels
2013-10-01,Saudi Arabia,US,MED,Medium,30226,thousand barrels
2013-10-01,Trinidad and Tobago,US,MED,Medium,151,thousand barrels
2013-10-01,United Kingdom,US,HSO,Heavy Sour,536,thousand barrels
2013-10-01,United Kingdom,US,MED,Medium,1,thousand barrels
2013-10-01,Venezuela,US,HSO,Heavy Sour,16147,thousand barrels
2013-10-01,Venezuela,US,HSW,Heavy Sweet,5547,thousand barrels
2013-10-01,Venezuela,US,MED,Medium,646,thousand barrels
2013-10-01,Vietnam,US,LSW,Light Sweet,235,thousand barrels
2013-11-01,Algeria,US,HSO,Heavy Sour,380,thousand barrels
2013-11-01,Algeria,US,LSW,Light Sweet,1035,thousand barrels
2013-11-01,Angola,US,HSO,Heavy Sour,93,thousand barrels
2013-11-01,Angola,US,HSW,Heavy Sweet,455,thousand barrels
2013-11-01,Angola,US,LSW,Light Sweet,1275,thousand barrels
2013-11-01,Angola,US,MED,Medium,1403,thousand barrels
2013-11-01,Argentina,US,HSO,Heavy Sour,517,thousand barrels
2013-11-01,Belize,US,LSO,Light Sour,67,thousand barrels
2013-11-01,Brazil,US,HSO,Heavy Sour,2486,thousand barrels
2013-11-01,Brazil,US,HSW,Heavy Sweet,366,thousand barrels
2013-11-01,Brazil,US,MED,Medium,557,thousand barrels
2013-11-01,Canada,US,HSO,Heavy Sour,43338,thousand barrels
2013-11-01,Canada,US,HSW,Heavy Sweet,1759,thousand barrels
2013-11-01,Canada,US,LSO,Light Sour,3164,thousand barrels
2013-11-01,Canada,US,LSW,Light Sweet,8409,thousand barrels
2013-11-01,Canada,US,MED,Medium,20118,thousand barrels
2013-11-01,Chad,US,HSW,Heavy Sweet,1409,thousand barrels
2013-11-01,Colombia,US,HSO,Heavy Sour,8087,thousand barrels
2013-11-01,Ecuador,US,HSO,Heavy Sour,6327,thousand barrels
2013-11-01,Ecuador,US,HSW,Heavy Sweet,379,thousand barrels
2013-11-01,Indonesia,US,MED,Medium,675,thousand barrels
2013-11-01,Iraq,US,MED,Medium,5453,thousand barrels
2013-11-01,Kuwait,US,HSO,Heavy Sour,1191,thousand barrels
2013-11-01,Kuwait,US,MED,Medium,10717,thousand barrels
2013-11-01,Mexico,US,HSO,Heavy Sour,21528,thousand barrels
2013-11-01,Mexico,US,LSO,Light Sour,1140,thousand barrels
2013-11-01,Mexico,US,LSW,Light Sweet,724,thousand barrels
2013-11-01,Mexico,US,MED,Medium,5794,thousand barrels
2013-11-01,Nigeria,US,HSO,Heavy Sour,7,thousand barrels
2013-11-01,Nigeria,US,LSO,Light Sour,19,thousand barrels
2013-11-01,Nigeria,US,LSW,Light Sweet,944,thousand barrels
2013-11-01,Nigeria,US,MED,Medium,947,thousand barrels
2013-11-01,Norway,US,LSW,Light Sweet,632,thousand barrels
2013-11-01,Russia,US,HSO,Heavy Sour,106,thousand barrels
2013-11-01,Russia,US,LSO,Light Sour,535,thousand barrels
2013-11-01,Saudi Arabia,US,HSO,Heavy Sour,7201,thousand barrels
2013-11-01,Saudi Arabia,US,LSO,Light Sour,4186,thousand barrels
2013-11-01,Saudi Arabia,US,MED,Medium,35292,thousand barrels
2013-11-01,Thailand,US,LSW,Light Sweet,208,thousand barrels
2013-11-01,Venezuela,US,HSO,Heavy Sour,20931,thousand barrels
2013-11-01,Venezuela,US,HSW,Heavy Sweet,1331,thousand barrels
2013-11-01,Venezuela,US,MED,Medium,500,thousand barrels
2013-11-01,Vietnam,US,LSW,Light Sweet,312,thousand barrels
2013-11-01,Vietnam,US,MED,Medium,251,thousand barrels
2013-12-01,Algeria,US,LSW,Light Sweet,270,thousand barrels
2013-12-01,Angola,US,HSO,Heavy Sour,794,thousand barrels
2013-12-01,Angola,US,HSW,Heavy Sweet,426,thousand barrels
2013-12-01,Angola,US,LSW,Light Sweet,200,thousand barrels
2013-12-01,Angola,US,MED,Medium,2215,thousand barrels
2013-12-01,Azerbaijan,US,LSW,Light Sweet,1040,thousand barrels
2013-12-01,Belize,US,LSO,Light Sour,67,thousand barrels
2013-12-01,Brazil,US,HSO,Heavy Sour,2494,thousand barrels
2013-12-01,Brazil,US,MED,Medium,439,thousand barrels
2013-12-01,Canada,US,HSO,Heavy Sour,49040,thousand barrels
2013-12-01,Canada,US,HSW,Heavy Sweet,2512,thousand barrels
2013-12-01,Canada,US,LSO,Light Sour,3384,thousand barrels
2013-12-01,Canada,US,LSW,Light Sweet,8654,thousand barrels
2013-12-01,Canada,US,MED,Medium,21029,thousand barrels
2013-12-01,Chad,US,HSW,Heavy Sweet,3334,thousand barrels
2013-12-01,Colombia,US,HSO,Heavy Sour,7723,thousand barrels
2013-12-01,Ecuador,US,HSO,Heavy Sour,6144,thousand barrels
2013-12-01,Equatorial Guinea,US,MED,Medium,671,thousand barrels
2013-12-01,Gabon,US,LSW,Light Sweet,550,thousand barrels
2013-12-01,Guatemala,US,HSO,Heavy Sour,246,thousand barrels
2013-12-01,Indonesia,US,MED,Medium,452,thousand barrels
2013-12-01,Iraq,US,MED,Medium,10287,thousand barrels
2013-12-01,Kuwait,US,HSO,Heavy Sour,2357,thousand barrels
2013-12-01,Kuwait,US,MED,Medium,7540,thousand barrels
2013-12-01,Mexico,US,HSO,Heavy Sour,25045,thousand barrels
2013-12-01,Mexico,US,LSO,Light Sour,1819,thousand barrels
2013-12-01,Mexico,US,LSW,Light Sweet,184,thousand barrels
2013-12-01,Mexico,US,MED,Medium,3259,thousand barrels
2013-12-01,Nigeria,US,HSW,Heavy Sweet,4,thousand barrels
2013-12-01,Nigeria,US,LSW,Light Sweet,2021,thousand barrels
2013-12-01,Norway,US,LSW,Light Sweet,1011,thousand barrels
2013-12-01,Peru,US,HSO,Heavy Sour,782,thousand barrels
2013-12-01,Russia,US,HSW,Heavy Sweet,18,thousand barrels
2013-12-01,Russia,US,LSW,Light Sweet,918,thousand barrels
2013-12-01,Saudi Arabia,US,HSO,Heavy Sour,6646,thousand barrels
2013-12-01,Saudi Arabia,US,LSO,Light Sour,2857,thousand barrels
2013-12-01,Saudi Arabia,US,MED,Medium,37587,thousand barrels
2013-12-01,Thailand,US,LSW,Light Sweet,559,thousand barrels
2013-12-01,Thailand,US,MED,Medium,298,thousand barrels
2013-12-01,United Arab Emirates,US,LSO,Light Sour,898,thousand barrels
2013-12-01,Venezuela,US,HSO,Heavy Sour,22315,thousand barrels
2013-12-01,Venezuela,US,HSW,Heavy Sweet,1929,thousand barrels
2013-12-01,Venezuela,US,MED,Medium,501,thousand barrels
2014-01-01,Angola,US,HSW,Heavy Sweet,906,thousand barrels
2014-01-01,Angola,US,LSW,Light Sweet,349,thousand barrels
2014-01-01,Angola,US,MED,Medium,1461,thousand barrels
2014-01-01,Belize,US,LSO,Light Sour,67,thousand barrels
2014-01-01,Brazil,US,HSO,Heavy Sour,2292,thousand barrels
2014-01-01,Brazil,US,HSW,Heavy Sweet,952,thousand barrels
2014-01-01,Brazil,US,MED,Medium,410,thousand barrels
2014-01-01,Canada,US,HSO,Heavy Sour,50622,thousand barrels
2014-01-01,Canada,US,HSW,Heavy Sweet,1987,thousand barrels
2014-01-01,Canada,US,LSO,Light Sour,4029,thousand barrels
2014-01-01,Canada,US,LSW,Light Sweet,8877,thousand barrels
2014-01-01,Canada,US,MED,Medium,21943,thousand barrels
2014-01-01,Chad,US,HSW,Heavy Sweet,477,thousand barrels
2014-01-01,Colombia,US,HSO,Heavy Sour,8641,thousand barrels
2014-01-01,Colombia,US,MED,Medium,1948,thousand barrels
2014-01-01,Ecuador,US,HSO,Heavy Sour,7029,thousand barrels
2014-01-01,Equatorial Guinea,US,MED,Medium,327,thousand barrels
2014-01-01,Guatemala,US,HSO,Heavy Sour,738,thousand barrels
2014-01-01,Indonesia,US,LSW,Light Sweet,136,thousand barrels
2014-01-01,Indonesia,US,MED,Medium,249,thousand barrels
2014-01-01,Iraq,US,HSO,Heavy Sour,146,thousand barrels
2014-01-01,Iraq,US,MED,Medium,7582,thousand barrels
2014-01-01,Kuwait,US,HSO,Heavy Sour,951,thousand barrels
2014-01-01,Kuwait,US,MED,Medium,13384,thousand barrels
2014-01-01,Mauritania,US,MED,Medium,199,thousand barrels
2014-01-01,Mexico,US,HSO,Heavy Sour,23166,thousand barrels
2014-01-01,Mexico,US,HSW,Heavy Sweet,490,thousand barrels
2014-01-01,Mexico,US,LSO,Light Sour,2031,thousand barrels
2014-01-01,Mexico,US,LSW,Light Sweet,219,thousand barrels
2014-01-01,Mexico,US,MED,Medium,4513,thousand barrels
2014-01-01,Nigeria,US,HSW,Heavy Sweet,518,thousand barrels
2014-01-01,Nigeria,US,LSW,Light Sweet,1012,thousand barrels
2014-01-01,Peru,US,HSO,Heavy Sour,394,thousand barrels
2014-01-01,Saudi Arabia,US,HSO,Heavy Sour,5572,thousand barrels
2014-01-01,Saudi Arabia,US,LSO,Light Sour,3229,thousand barrels
2014-01-01,Saudi Arabia,US,MED,Medium,36210,thousand barrels
2014-01-01,Thailand,US,LSW,Light Sweet,228,thousand barrels
2014-01-01,Trinidad and Tobago,US,LSW,Light Sweet,318,thousand barrels
2014-01-01,Trinidad and Tobago,US,MED,Medium,381,thousand barrels
2014-01-01,United Kingdom,US,HSO,Heavy Sour,508,thousand barrels
2014-01-01,Venezuela,US,HSO,Heavy Sour,15360,thousand barrels
2014-01-01,Venezuela,US,HSW,Heavy Sweet,1153,thousand barrels
2014-01-01,Venezuela,US,MED,Medium,3965,thousand barrels
2014-02-01,Angola,US,HSO,Heavy Sour,396,thousand barrels
2014-02-01,Angola,US,HSW,Heavy Sweet,790,thousand barrels
2014-02-01,Angola,US,MED,Medium,995,thousand barrels
2014-02-01,Argentina,US,HSW,Heavy Sweet,1039,thousand barrels
2014-02-01,Brazil,US,HSO,Heavy Sour,1367,thousand barrels
2014-02-01,Brazil,US,HSW,Heavy Sweet,950,thousand barrels
2014-02-01,Brazil,US,MED,Medium,1592,thousand barrels
2014-02-01,Canada,US,HSO,Heavy Sour,38130,thousand barrels
2014-02-01,Canada,US,HSW,Heavy Sweet,2731,thousand barrels
2014-02-01,Canada,US,LSO,Light Sour,3189,thousand barrels
2014-02-01,Canada,US,LSW,Light Sweet,3631,thousand barrels
2014-02-01,Canada,US,MED,Medium,24948,thousand barrels
2014-02-01,Chad,US,HSW,Heavy Sweet,1422,thousand barrels
2014-02-01,Colombia,US,HSO,Heavy Sour,6879,thousand barrels
2014-02-01,Colombia,US,HSW,Heavy Sweet,474,thousand barrels
2014-02-01,Colombia,US,MED,Medium,705,thousand barrels
2014-02-01,Ecuador,US,HSO,Heavy Sour,5808,thousand barrels
2014-02-01,Gabon,US,MED,Medium,1248,thousand barrels
2014-02-01,Indonesia,US,MED,Medium,402,thousand barrels
2014-02-01,Iraq,US,LSO,Light Sour,523,thousand barrels
2014-02-01,Iraq,US,MED,Medium,7583,thousand barrels
2014-02-01,Kuwait,US,HSO,Heavy Sour,951,thousand barrels
2014-02-01,Kuwait,US,MED,Medium,8786,thousand barrels
2014-02-01,Mauritania,US,LSW,Light Sweet,100,thousand barrels
2014-02-01,Mexico,US,HSO,Heavy Sour,16544,thousand barrels
2014-02-01,Mexico,US,LSO,Light Sour,2149,thousand barrels
2014-02-01,Mexico,US,LSW,Light Sweet,445,thousand barrels
2014-02-01,Mexico,US,MED,Medium,2989,thousand barrels
2014-02-01,Netherlands,US,MED,Medium,256,thousand barrels
2014-02-01,Nigeria,US,LSW,Light Sweet,1071,thousand barrels
2014-02-01,Norway,US,LSW,Light Sweet,1050,thousand barrels
2014-02-01,Peru,US,HSO,Heavy Sour,376,thousand barrels
2014-02-01,Saudi Arabia,US,HSO,Heavy Sour,458,thousand barrels
2014-02-01,Saudi Arabia,US,LSO,Light Sour,3454,thousand barrels
2014-02-01,Saudi Arabia,US,MED,Medium,36686,thousand barrels
2014-02-01,Thailand,US,LSW,Light Sweet,250,thousand barrels
2014-02-01,Venezuela,US,HSO,Heavy Sour,20147,thousand barrels
2014-02-01,Venezuela,US,LSW,Light Sweet,417,thousand barrels
2014-02-01,Venezuela,US,MED,Medium,641,thousand barrels
2014-03-01,Angola,US,HSO,Heavy Sour,324,thousand barrels
2014-03-01,Angola,US,HSW,Heavy Sweet,1395,thousand barrels
2014-03-01,Angola,US,LSW,Light Sweet,959,thousand barrels
2014-03-01,Angola,US,MED,Medium,615,thousand barrels
2014-03-01,Argentina,US,HSW,Heavy Sweet,968,thousand barrels
2014-03-01,Azerbaijan,US,LSW,Light Sweet,1050,thousand barrels
2014-03-01,Belize,US,LSO,Light Sour,67,thousand barrels
2014-03-01,Brazil,US,HSO,Heavy Sour,1003,thousand barrels
2014-03-01,Brazil,US,HSW,Heavy Sweet,946,thousand barrels
2014-03-01,Canada,US,HSO,Heavy Sour,48750,thousand barrels
2014-03-01,Canada,US,HSW,Heavy Sweet,1738,thousand barrels
2014-03-01,Canada,US,LSO,Light Sour,4132,thousand barrels
2014-03-01,Canada,US,LSW,Light Sweet,5297,thousand barrels
2014-03-01,Canada,US,MED,Medium,23885,thousand barrels
2014-03-01,Chad,US,HSW,Heavy Sweet,483,thousand barrels
2014-03-01,Colombia,US,HSO,Heavy Sour,8261,thousand barrels
2014-03-01,Colombia,US,MED,Medium,1743,thousand barrels
2014-03-01,Ecuador,US,HSO,Heavy Sour,5183,thousand barrels
2014-03-01,Gabon,US,LSW,Light Sweet,549,thousand barrels
2014-03-01,Indonesia,US,MED,Medium,1297,thousand barrels
2014-03-01,Iraq,US,MED,Medium,9475,thousand barrels
2014-03-01,Kuwait,US,HSO,Heavy Sour,1431,thousand barrels
2014-03-01,Kuwait,US,MED,Medium,9607,thousand barrels
2014-03-01,Mexico,US,HSO,Heavy Sour,20978,thousand barrels
2014-03-01,Mexico,US,LSO,Light Sour,1838,thousand barrels
2014-03-01,Mexico,US,LSW,Light Sweet,494,thousand barrels
2014-03-01,Mexico,US,MED,Medium,1469,thousand barrels
2014-03-01,Nigeria,US,HSO,Heavy Sour,491,thousand barrels
2014-03-01,Nigeria,US,LSO,Light Sour,161,thousand barrels
2014-03-01,Nigeria,US,LSW,Light Sweet,2044,thousand barrels
2014-03-01,Nigeria,US,MED,Medium,267,thousand barrels
2014-03-01,Norway,US,LSW,Light Sweet,1074,thousand barrels
