period,originName,destinationId,gradeId,gradeName,quantity,quantity-units
2010-07-01,Colombia,US,HSO,Heavy Sour,8109,thousand barrels
2010-07-01,Colombia,US,LSO,Light Sour,60,thousand barrels
2010-07-01,Colombia,US,LSW,Light Sweet,308,thousand barrels
2010-07-01,Colombia,US,MED,Medium,3342,thousand barrels
2010-07-01,Congo-Brazzaville,US,LSW,Light Sweet,1371,thousand barrels
2010-07-01,Ecuador,US,HSO,Heavy Sour,5521,thousand barrels
2010-07-01,Ecuador,US,MED,Medium,1709,thousand barrels
2010-07-01,Equatorial Guinea,US,MED,Medium,2901,thousand barrels
2010-07-01,Gabon,US,LSW,Light Sweet,2002,thousand barrels
2010-07-01,Gabon,US,MED,Medium,904,thousand barrels
2010-07-01,Guatemala,US,HSW,Heavy Sweet,259,thousand barrels
2010-07-01,Iraq,US,MED,Medium,13345,thousand barrels
2010-07-01,Kazakhstan,US,LSO,Light Sour,1284,thousand barrels
2010-07-01,Kuwait,US,HSO,Heavy Sour,596,thousand barrels
2010-07-01,Kuwait,US,HSW,Heavy Sweet,825,thousand barrels
2010-07-01,Kuwait,US,MED,Medium,4428,thousand barrels
2010-07-01,Libya,US,LSW,Light Sweet,1931,thousand barrels
2010-07-01,Mexico,US,HSO,Heavy Sour,28840,thousand barrels
2010-07-01,Mexico,US,LSO,Light Sour,6556,thousand barrels
2010-07-01,Mexico,US,LSW,Light Sweet,271,thousand barrels
2010-07-01,Mexico,US,MED,Medium,993,thousand barrels
2010-07-01,Nigeria,US,LSO,Light Sour,2148,thousand barrels
2010-07-01,Nigeria,US,LSW,Light Sweet,16643,thousand barrels
2010-07-01,Nigeria,US,MED,Medium,16632,thousand barrels
2010-07-01,Norway,US,LSW,Light Sweet,966,thousand barrels
2010-07-01,Peru,US,HSO,Heavy Sour,400,thousand barrels
2010-07-01,Russia,US,HSO,Heavy Sour,2695,thousand barrels
2010-07-01,Russia,US,LSO,Light Sour,375,thousand barrels
2010-07-01,Russia,US,LSW,Light Sweet,693,thousand barrels
2010-07-01,Russia,US,MED,Medium,7609,thousand barrels
2010-07-01,Saudi Arabia,US,LSO,Light Sour,3033,thousand barrels
2010-07-01,Saudi Arabia,US,MED,Medium,28468,thousand barrels
2010-07-01,Thailand,US,LSW,Light Sweet,260,thousand barrels
2010-07-01,Trinidad and Tobago,US,LSW,Light Sweet,838,thousand barrels
2010-07-01,Trinidad and Tobago,US,MED,Medium,617,thousand barrels
2010-07-01,United Kingdom,US,HSO,Heavy Sour,508,thousand barrels
2010-07-01,United Kingdom,US,LSO,Light Sour,4647,thousand barrels
2010-07-01,United Kingdom,US,LSW,Light Sweet,1585,thousand barrels
2010-07-01,Venezuela,US,HSO,Heavy Sour,33420,thousand barrels
2010-07-01,Venezuela,US,HSW,Heavy Sweet,1094,thousand barrels
2010-07-01,Venezuela,US,LSO,Light Sour,133,thousand barrels
2010-07-01,Venezuela,US,LSW,Light Sweet,251,thousand barrels
2010-07-01,Venezuela,US,MED,Medium,3696,thousand barrels
2010-07-01,Vietnam,US,LSW,Light Sweet,207,thousand barrels
2010-08-01,Algeria,US,LSW,Light Sweet,11587,thousand barrels
2010-08-01,Angola,US,LSO,Light Sour,418,thousand barrels
2010-08-01,Angola,US,LSW,Light Sweet,4386,thousand barrels
2010-08-01,Angola,US,MED,Medium,11731,thousand barrels
2010-08-01,Argentina,US,HSW,Heavy Sweet,476,thousand barrels
2010-08-01,Australia,US,HSW,Heavy Sweet,587,thousand barrels
2010-08-01,Azerbaijan,US,LSW,Light Sweet,2099,thousand barrels
2010-08-01,Azerbaijan,US,MED,Medium,444,thousand barrels
2010-08-01,Belize,US,LSO,Light Sour,130,thousand barrels
2010-08-01,Bolivia,US,LSW,Light Sweet,308,thousand barrels
2010-08-01,Brazil,US,HSO,Heavy Sour,6493,thousand barrels
2010-08-01,Brazil,US,HSW,Heavy Sweet,711,thousand barrels
2010-08-01,Brazil,US,MED,Medium,526,thousand barrels
2010-08-01,Cameroon,US,HSW,Heavy Sweet,1901,thousand barrels
2010-08-01,Canada,US,HSO,Heavy Sour,37140,thousand barrels
2010-08-01,Canada,US,HSW,Heavy Sweet,1024,thousand barrels
2010-08-01,Canada,US,LSO,Light Sour,4340,thousand barrels
2010-08-01,Canada,US,LSW,Light Sweet,1575,thousand barrels
2010-08-01,Canada,US,MED,Medium,15915,thousand barrels
2010-08-01,Colombia,US,HSO,Heavy Sour,8735,thousand barrels
2010-08-01,Colombia,US,LSW,Light Sweet,497,thousand barrels
2010-08-01,Colombia,US,MED,Medium,1493,thousand barrels
2010-08-01,Congo-Brazzaville,US,LSW,Light Sweet,3035,thousand barrels
2010-08-01,Ecuador,US,HSO,Heavy Sour,8024,thousand barrels
2010-08-01,Ecuador,US,MED,Medium,346,thousand barrels
2010-08-01,Equatorial Guinea,US,LSW,Light Sweet,1341,thousand barrels
2010-08-01,Equatorial Guinea,US,MED,Medium,2542,thousand barrels
2010-08-01,Gabon,US,LSW,Light Sweet,2413,thousand barrels
2010-08-01,Gabon,US,MED,Medium,2677,thousand barrels
2010-08-01,Guatemala,US,HSW,Heavy Sweet,517,thousand barrels
2010-08-01,Indonesia,US,HSW,Heavy Sweet,600,thousand barrels
2010-08-01,Indonesia,US,LSW,Light Sweet,207,thousand barrels
2010-08-01,Indonesia,US,MED,Medium,898,thousand barrels
2010-08-01,Iraq,US,MED,Medium,8437,thousand barrels
2010-08-01,Kazakhstan,US,MED,Medium,318,thousand barrels
2010-08-01,Kuwait,US,HSO,Heavy Sour,927,thousand barrels
2010-08-01,Kuwait,US,MED,Medium,6842,thousand barrels
2010-08-01,Libya,US,LSO,Light Sour,540,thousand barrels
2010-08-01,Libya,US,LSW,Light Sweet,1629,thousand barrels
2010-08-01,Libya,US,MED,Medium,424,thousand barrels
2010-08-01,Mexico,US,HSO,Heavy Sour,29385,thousand barrels
2010-08-01,Mexico,US,LSO,Light Sour,6513,thousand barrels
2010-08-01,Mexico,US,LSW,Light Sweet,306,thousand barrels
2010-08-01,Nigeria,US,LSO,Light Sour,444,thousand barrels
2010-08-01,Nigeria,US,LSW,Light Sweet,21270,thousand barrels
2010-08-01,Nigeria,US,MED,Medium,8430,thousand barrels
2010-08-01,Norway,US,LSW,Light Sweet,657,thousand barrels
2010-08-01,Peru,US,HSO,Heavy Sour,399,thousand barrels
2010-08-01,Peru,US,MED,Medium,349,thousand barrels
2010-08-01,Russia,US,HSO,Heavy Sour,1996,thousand barrels
2010-08-01,Russia,US,LSO,Light Sour,3066,thousand barrels
2010-08-01,Russia,US,MED,Medium,5278,thousand barrels
2010-08-01,Saudi Arabia,US,LSO,Light Sour,4559,thousand barrels
2010-08-01,Saudi Arabia,US,MED,Medium,28927,thousand barrels
2010-08-01,Thailand,US,LSW,Light Sweet,488,thousand barrels
2010-08-01,Trinidad and Tobago,US,LSW,Light Sweet,1255,thousand barrels
2010-08-01,Trinidad and Tobago,US,MED,Medium,400,thousand barrels
2010-08-01,United Kingdom,US,HSO,Heavy Sour,1437,thousand barrels
2010-08-01,United Kingdom,US,LSO,Light Sour,1290,thousand barrels
2010-08-01,United Kingdom,US,LSW,Light Sweet,1013,thousand barrels
2010-08-01,Venezuela,US,HSO,Heavy Sour,31434,thousand barrels
2010-08-01,Venezuela,US,HSW,Heavy Sweet,870,thousand barrels
2010-08-01,Venezuela,US,LSW,Light Sweet,244,thousand barrels
2010-08-01,Venezuela,US,MED,Medium,4420,thousand barrels
2010-08-01,Vietnam,US,LSW,Light Sweet,390,thousand barrels
2010-09-01,Algeria,US,LSW,Light Sweet,10681,thousand barrels
2010-09-01,Angola,US,HSW,Heavy Sweet,951,thousand barrels
2010-09-01,Angola,US,LSW,Light Sweet,5089,thousand barrels
2010-09-01,Angola,US,MED,Medium,5787,thousand barrels
2010-09-01,Argentina,US,HSO,Heavy Sour,113,thousand barrels
2010-09-01,Argentina,US,HSW,Heavy Sweet,871,thousand barrels
2010-09-01,Azerbaijan,US,LSW,Light Sweet,1632,thousand barrels
2010-09-01,Belize,US,LSO,Light Sour,64,thousand barrels
2010-09-01,Bolivia,US,LSW,Light Sweet,292,thousand barrels
2010-09-01,Brazil,US,HSO,Heavy Sour,3719,thousand barrels
2010-09-01,Brazil,US,HSW,Heavy Sweet,918,thousand barrels
2010-09-01,Brazil,US,MED,Medium,482,thousand barrels
2010-09-01,Cameroon,US,HSW,Heavy Sweet,1574,thousand barrels
2010-09-01,Cameroon,US,MED,Medium,281,thousand barrels
2010-09-01,Canada,US,HSO,Heavy Sour,29622,thousand barrels
2010-09-01,Canada,US,HSW,Heavy Sweet,1729,thousand barrels
2010-09-01,Canada,US,LSO,Light Sour,3428,thousand barrels
2010-09-01,Canada,US,LSW,Light Sweet,2590,thousand barrels
2010-09-01,Canada,US,MED,Medium,19529,thousand barrels
2010-09-01,Chad,US,HSW,Heavy Sweet,906,thousand barrels
2010-09-01,Colombia,US,HSO,Heavy Sour,7935,thousand barrels
2010-09-01,Colombia,US,MED,Medium,800,thousand barrels
2010-09-01,Congo-Brazzaville,US,LSW,Light Sweet,1241,thousand barrels
2010-09-01,Congo-Brazzaville,US,MED,Medium,680,thousand barrels
2010-09-01,Congo-Kinshasa,US,MED,Medium,603,thousand barrels
2010-09-01,Cote d'Ivoire,US,MED,Medium,300,thousand barrels
2010-09-01,Ecuador,US,HSO,Heavy Sour,6868,thousand barrels
2010-09-01,Egypt,US,HSO,Heavy Sour,501,thousand barrels
2010-09-01,Equatorial Guinea,US,LSW,Light Sweet,546,thousand barrels
2010-09-01,Equatorial Guinea,US,MED,Medium,2551,thousand barrels
2010-09-01,Gabon,US,LSW,Light Sweet,3097,thousand barrels
2010-09-01,Gabon,US,MED,Medium,972,thousand barrels
2010-09-01,Guatemala,US,HSW,Heavy Sweet,275,thousand barrels
2010-09-01,Iraq,US,MED,Medium,12645,thousand barrels
2010-09-01,Kazakhstan,US,MED,Medium,354,thousand barrels
2010-09-01,Kuwait,US,HSW,Heavy Sweet,949,thousand barrels
2010-09-01,Kuwait,US,MED,Medium,4216,thousand barrels
2010-09-01,Libya,US,LSW,Light Sweet,1000,thousand barrels
2010-09-01,Mexico,US,HSO,Heavy Sour,25775,thousand barrels
2010-09-01,Mexico,US,LSO,Light Sour,6007,thousand barrels
2010-09-01,Mexico,US,LSW,Light Sweet,301,thousand barrels
2010-09-01,Mexico,US,MED,Medium,970,thousand barrels
2010-09-01,Nigeria,US,LSW,Light Sweet,22874,thousand barrels
2010-09-01,Nigeria,US,MED,Medium,11294,thousand barrels
2010-09-01,Peru,US,HSO,Heavy Sour,779,thousand barrels
2010-09-01,Russia,US,HSO,Heavy Sour,1059,thousand barrels
2010-09-01,Russia,US,LSO,Light Sour,3736,thousand barrels
2010-09-01,Russia,US,MED,Medium,3781,thousand barrels
2010-09-01,Saudi Arabia,US,LSO,Light Sour,2481,thousand barrels
2010-09-01,Saudi Arabia,US,MED,Medium,29713,thousand barrels
2010-09-01,Thailand,US,LSW,Light Sweet,399,thousand barrels
2010-09-01,Trinidad and Tobago,US,LSW,Light Sweet,838,thousand barrels
2010-09-01,Trinidad and Tobago,US,MED,Medium,500,thousand barrels
2010-09-01,United Arab Emirates,US,LSO,Light Sour,314,thousand barrels
2010-09-01,United Kingdom,US,HSO,Heavy Sour,526,thousand barrels
2010-09-01,United Kingdom,US,LSO,Light Sour,1019,thousand barrels
2010-09-01,United Kingdom,US,LSW,Light Sweet,548,thousand barrels
2010-09-01,Venezuela,US,HSO,Heavy Sour,28800,thousand barrels
2010-09-01,Venezuela,US,HSW,Heavy Sweet,976,thousand barrels
2010-09-01,Venezuela,US,LSW,Light Sweet,547,thousand barrels
2010-09-01,Venezuela,US,MED,Medium,4902,thousand barrels
2010-09-01,Vietnam,US,LSW,Light Sweet,262,thousand barrels
2010-10-01,Algeria,US,LSW,Light Sweet,8029,thousand barrels
2010-10-01,Angola,US,LSW,Light Sweet,3679,thousand barrels
2010-10-01,Angola,US,MED,Medium,5975,thousand barrels
2010-10-01,Argentina,US,HSW,Heavy Sweet,1359,thousand barrels
2010-10-01,Argentina,US,LSW,Light Sweet,379,thousand barrels
2010-10-01,Argentina,US,MED,Medium,219,thousand barrels
2010-10-01,Azerbaijan,US,LSW,Light Sweet,2086,thousand barrels
2010-10-01,Belize,US,LSO,Light Sour,130,thousand barrels
2010-10-01,Brazil,US,HSO,Heavy Sour,4306,thousand barrels
2010-10-01,Brazil,US,HSW,Heavy Sweet,904,thousand barrels
2010-10-01,Brazil,US,MED,Medium,965,thousand barrels
2010-10-01,Cameroon,US,HSW,Heavy Sweet,988,thousand barrels
2010-10-01,Canada,US,HSO,Heavy Sour,34143,thousand barrels
2010-10-01,Canada,US,HSW,Heavy Sweet,1210,thousand barrels
2010-10-01,Canada,US,LSO,Light Sour,2492,thousand barrels
2010-10-01,Canada,US,LSW,Light Sweet,3339,thousand barrels
2010-10-01,Canada,US,MED,Medium,15889,thousand barrels
2010-10-01,Chad,US,HSW,Heavy Sweet,1522,thousand barrels
2010-10-01,China,US,HSW,Heavy Sweet,241,thousand barrels
2010-10-01,Colombia,US,HSO,Heavy Sour,9105,thousand barrels
2010-10-01,Colombia,US,MED,Medium,2974,thousand barrels
2010-10-01,Congo-Brazzaville,US,LSW,Light Sweet,1784,thousand barrels
2010-10-01,Congo-Brazzaville,US,MED,Medium,18,thousand barrels
2010-10-01,Congo-Kinshasa,US,MED,Medium,1013,thousand barrels
2010-10-01,Cote d'Ivoire,US,LSW,Light Sweet,352,thousand barrels
2010-10-01,Cote d'Ivoire,US,MED,Medium,329,thousand barrels
2010-10-01,Ecuador,US,HSO,Heavy Sour,6302,thousand barrels
2010-10-01,Egypt,US,HSO,Heavy Sour,572,thousand barrels
2010-10-01,Equatorial Guinea,US,LSW,Light Sweet,332,thousand barrels
2010-10-01,Equatorial Guinea,US,MED,Medium,2003,thousand barrels
2010-10-01,Gabon,US,HSO,Heavy Sour,199,thousand barrels
2010-10-01,Gabon,US,MED,Medium,4492,thousand barrels
2010-10-01,Guatemala,US,HSW,Heavy Sweet,277,thousand barrels
2010-10-01,Indonesia,US,HSW,Heavy Sweet,570,thousand barrels
2010-10-01,Indonesia,US,LSW,Light Sweet,106,thousand barrels
2010-10-01,Indonesia,US,MED,Medium,850,thousand barrels
2010-10-01,Iraq,US,MED,Medium,4444,thousand barrels
2010-10-01,Kuwait,US,HSO,Heavy Sour,946,thousand barrels
2010-10-01,Kuwait,US,HSW,Heavy Sweet,475,thousand barrels
2010-10-01,Kuwait,US,MED,Medium,3776,thousand barrels
2010-10-01,Libya,US,LSW,Light Sweet,943,thousand barrels
2010-10-01,Mexico,US,HSO,Heavy Sour,28101,thousand barrels
2010-10-01,Mexico,US,LSO,Light Sour,6010,thousand barrels
2010-10-01,Mexico,US,LSW,Light Sweet,324,thousand barrels
2010-10-01,Mexico,US,MED,Medium,2404,thousand barrels
2010-10-01,Nigeria,US,LSW,Light Sweet,17090,thousand barrels
2010-10-01,Nigeria,US,MED,Medium,9039,thousand barrels
2010-10-01,Norway,US,LSW,Light Sweet,522,thousand barrels
2010-10-01,Norway,US,MED,Medium,566,thousand barrels
2010-10-01,Oman,US,MED,Medium,3331,thousand barrels
2010-10-01,Russia,US,HSO,Heavy Sour,1070,thousand barrels
2010-10-01,Russia,US,LSO,Light Sour,299,thousand barrels
2010-10-01,Russia,US,LSW,Light Sweet,1446,thousand barrels
2010-10-01,Russia,US,MED,Medium,3688,thousand barrels
2010-10-01,Saudi Arabia,US,LSO,Light Sour,4760,thousand barrels
2010-10-01,Saudi Arabia,US,MED,Medium,28500,thousand barrels
2010-10-01,Thailand,US,LSW,Light Sweet,258,thousand barrels
2010-10-01,Trinidad and Tobago,US,LSW,Light Sweet,1257,thousand barrels
2010-10-01,Trinidad and Tobago,US,MED,Medium,400,thousand barrels
2010-10-01,Venezuela,US,HSO,Heavy Sour,26833,thousand barrels
2010-10-01,Venezuela,US,HSW,Heavy Sweet,766,thousand barrels
2010-10-01,Venezuela,US,LSW,Light Sweet,1217,thousand barrels
2010-10-01,Venezuela,US,MED,Medium,4268,thousand barrels
2010-10-01,Vietnam,US,LSO,Light Sour,549,thousand barrels
2010-11-01,Algeria,US,LSO,Light Sour,2004,thousand barrels
2010-11-01,Algeria,US,LSW,Light Sweet,9369,thousand barrels
2010-11-01,Angola,US,HSO,Heavy Sour,452,thousand barrels
2010-11-01,Angola,US,LSW,Light Sweet,1945,thousand barrels
2010-11-01,Angola,US,MED,Medium,5001,thousand barrels
2010-11-01,Argentina,US,HSW,Heavy Sweet,1035,thousand barrels
2010-11-01,Azerbaijan,US,LSW,Light Sweet,1471,thousand barrels
2010-11-01,Belize,US,LSO,Light Sour,129,thousand barrels
2010-11-01,Bolivia,US,LSW,Light Sweet,553,thousand barrels
2010-11-01,Brazil,US,HSO,Heavy Sour,3335,thousand barrels
2010-11-01,Brazil,US,HSW,Heavy Sweet,1780,thousand barrels
2010-11-01,Brazil,US,MED,Medium,514,thousand barrels
2010-11-01,Cameroon,US,HSW,Heavy Sweet,953,thousand barrels
2010-11-01,Canada,US,HSO,Heavy Sour,33536,thousand barrels
2010-11-01,Canada,US,HSW,Heavy Sweet,664,thousand barrels
2010-11-01,Canada,US,LSO,Light Sour,3497,thousand barrels
2010-11-01,Canada,US,LSW,Light Sweet,6061,thousand barrels
2010-11-01,Canada,US,MED,Medium,15495,thousand barrels
2010-11-01,Colombia,US,HSO,Heavy Sour,12330,thousand barrels
2010-11-01,Colombia,US,MED,Medium,2340,thousand barrels
2010-11-01,Congo-Brazzaville,US,LSW,Light Sweet,1247,thousand barrels
2010-11-01,Cote d'Ivoire,US,LSW,Light Sweet,321,thousand barrels
2010-11-01,Ecuador,US,HSO,Heavy Sour,5635,thousand barrels
2010-11-01,Equatorial Guinea,US,MED,Medium,970,thousand barrels
2010-11-01,Gabon,US,LSW,Light Sweet,957,thousand barrels
2010-11-01,Gabon,US,MED,Medium,2919,thousand barrels
2010-11-01,Guatemala,US,HSO,Heavy Sour,261,thousand barrels
2010-11-01,Indonesia,US,HSW,Heavy Sweet,601,thousand barrels
2010-11-01,Indonesia,US,MED,Medium,1052,thousand barrels
2010-11-01,Iraq,US,MED,Medium,10210,thousand barrels
2010-11-01,Kazakhstan,US,LSO,Light Sour,653,thousand barrels
2010-11-01,Kuwait,US,HSO,Heavy Sour,1420,thousand barrels
2010-11-01,Kuwait,US,MED,Medium,3666,thousand barrels
2010-11-01,Libya,US,LSW,Light Sweet,611,thousand barrels
2010-11-01,Mexico,US,HSO,Heavy Sour,25891,thousand barrels
2010-11-01,Mexico,US,HSW,Heavy Sweet,1838,thousand barrels
2010-11-01,Mexico,US,LSO,Light Sour,5948,thousand barrels
2010-11-01,Mexico,US,LSW,Light Sweet,323,thousand barrels
2010-11-01,Mexico,US,MED,Medium,2876,thousand barrels
2010-11-01,Nigeria,US,LSO,Light Sour,802,thousand barrels
2010-11-01,Nigeria,US,LSW,Light Sweet,14705,thousand barrels
2010-11-01,Nigeria,US,MED,Medium,9797,thousand barrels
2010-11-01,Oman,US,MED,Medium,1026,thousand barrels
2010-11-01,Russia,US,HSO,Heavy Sour,658,thousand barrels
2010-11-01,Russia,US,LSO,Light Sour,842,thousand barrels
2010-11-01,Russia,US,LSW,Light Sweet,708,thousand barrels
2010-11-01,Russia,US,MED,Medium,2724,thousand barrels
2010-11-01,Saudi Arabia,US,LSO,Light Sour,6347,thousand barrels
2010-11-01,Saudi Arabia,US,MED,Medium,27588,thousand barrels
2010-11-01,Thailand,US,LSW,Light Sweet,259,thousand barrels
2010-11-01,Trinidad and Tobago,US,LSW,Light Sweet,1256,thousand barrels
2010-11-01,United Kingdom,US,LSO,Light Sour,1783,thousand barrels
2010-11-01,United Kingdom,US,LSW,Light Sweet,603,thousand barrels
2010-11-01,Venezuela,US,HSO,Heavy Sour,26173,thousand barrels
2010-11-01,Venezuela,US,HSW,Heavy Sweet,1813,thousand barrels
2010-11-01,Venezuela,US,LSO,Light Sour,286,thousand barrels
2010-11-01,Venezuela,US,LSW,Light Sweet,283,thousand barrels
2010-11-01,Venezuela,US,MED,Medium,3669,thousand barrels
2010-12-01,Algeria,US,LSW,Light Sweet,8119,thousand barrels
2010-12-01,Angola,US,HSO,Heavy Sour,450,thousand barrels
2010-12-01,Angola,US,LSW,Light Sweet,2976,thousand barrels
2010-12-01,Angola,US,MED,Medium,6090,thousand barrels
2010-12-01,Argentina,US,HSW,Heavy Sweet,2650,thousand barrels
2010-12-01,Azerbaijan,US,LSW,Light Sweet,1621,thousand barrels
2010-12-01,Belize,US,LSO,Light Sour,128,thousand barrels
2010-12-01,Brazil,US,HSO,Heavy Sour,4900,thousand barrels
2010-12-01,Brazil,US,HSW,Heavy Sweet,2449,thousand barrels
2010-12-01,Brazil,US,MED,Medium,1047,thousand barrels
2010-12-01,Cameroon,US,HSW,Heavy Sweet,953,thousand barrels
2010-12-01,Canada,US,HSO,Heavy Sour,36179,thousand barrels
2010-12-01,Canada,US,HSW,Heavy Sweet,1794,thousand barrels
2010-12-01,Canada,US,LSO,Light Sour,3067,thousand barrels
2010-12-01,Canada,US,LSW,Light Sweet,3887,thousand barrels
2010-12-01,Canada,US,MED,Medium,18174,thousand barrels
2010-12-01,Chad,US,HSW,Heavy Sweet,1449,thousand barrels
2010-12-01,China,US,HSW,Heavy Sweet,241,thousand barrels
2010-12-01,Colombia,US,HSO,Heavy Sour,5644,thousand barrels
2010-12-01,Colombia,US,HSW,Heavy Sweet,494,thousand barrels
2010-12-01,Colombia,US,LSW,Light Sweet,154,thousand barrels
2010-12-01,Colombia,US,MED,Medium,523,thousand barrels
2010-12-01,Congo-Brazzaville,US,LSW,Light Sweet,1735,thousand barrels
2010-12-01,Ecuador,US,HSO,Heavy Sour,5965,thousand barrels
2010-12-01,Equatorial Guinea,US,LSW,Light Sweet,306,thousand barrels
2010-12-01,Equatorial Guinea,US,MED,Medium,2002,thousand barrels
2010-12-01,Gabon,US,HSO,Heavy Sour,450,thousand barrels
2010-12-01,Gabon,US,MED,Medium,2901,thousand barrels
2010-12-01,Guatemala,US,HSW,Heavy Sweet,252,thousand barrels
2010-12-01,Indonesia,US,MED,Medium,644,thousand barrels
2010-12-01,Iraq,US,MED,Medium,10407,thousand barrels
2010-12-01,Kazakhstan,US,LSO,Light Sour,665,thousand barrels
2010-12-01,Kuwait,US,HSO,Heavy Sour,771,thousand barrels
2010-12-01,Kuwait,US,HSW,Heavy Sweet,650,thousand barrels
2010-12-01,Kuwait,US,MED,Medium,2465,thousand barrels
2010-12-01,Libya,US,LSW,Light Sweet,991,thousand barrels
2010-12-01,Mexico,US,HSO,Heavy Sour,28461,thousand barrels
2010-12-01,Mexico,US,LSO,Light Sour,5484,thousand barrels
2010-12-01,Mexico,US,LSW,Light Sweet,1435,thousand barrels
2010-12-01,Mexico,US,MED,Medium,2525,thousand barrels
2010-12-01,Nigeria,US,HSO,Heavy Sour,367,thousand barrels
2010-12-01,Nigeria,US,LSW,Light Sweet,18276,thousand barrels
2010-12-01,Nigeria,US,MED,Medium,13089,thousand barrels
2010-12-01,Peru,US,HSO,Heavy Sour,399,thousand barrels
2010-12-01,Russia,US,HSO,Heavy Sour,933,thousand barrels
2010-12-01,Russia,US,LSO,Light Sour,781,thousand barrels
2010-12-01,Russia,US,LSW,Light Sweet,706,thousand barrels
2010-12-01,Russia,US,MED,Medium,3828,thousand barrels
2010-12-01,Saudi Arabia,US,HSO,Heavy Sour,381,thousand barrels
2010-12-01,Saudi Arabia,US,LSO,Light Sour,4851,thousand barrels
2010-12-01,Saudi Arabia,US,MED,Medium,28131,thousand barrels
2010-12-01,Thailand,US,LSW,Light Sweet,214,thousand barrels
2010-12-01,Trinidad and Tobago,US,LSW,Light Sweet,223,thousand barrels
2010-12-01,United Kingdom,US,HSO,Heavy Sour,1054,thousand barrels
2010-12-01,United Kingdom,US,LSO,Light Sour,1778,thousand barrels
2010-12-01,United Kingdom,US,LSW,Light Sweet,1013,thousand barrels
2010-12-01,Venezuela,US,HSO,Heavy Sour,27212,thousand barrels
2010-12-01,Venezuela,US,HSW,Heavy Sweet,1564,thousand barrels
2010-12-01,Venezuela,US,MED,Medium,2950,thousand barrels
2010-12-01,Vietnam,US,LSW,Light Sweet,248,thousand barrels
2011-01-01,Algeria,US,LSW,Light Sweet,11257,thousand barrels
2011-01-01,Algeria,US,MED,Medium,448,thousand barrels
2011-01-01,Angola,US,LSW,Light Sweet,3650,thousand barrels
