period,originName,destinationId,gradeId,gradeName,quantity,quantity-units,originCode,originLat,originLon
2010-09-01,Azerbaijan,US,LSW,Light Sweet,1632,thousand barrels,AZ,40.143105,47.576927
2010-09-01,Belize,US,LSO,Light Sour,64,thousand barrels,BZ,17.189877,-88.49765
2010-09-01,Bolivia,US,LSW,Light Sweet,292,thousand barrels,BO,-16.290154,-63.588653
2010-09-01,Brazil,US,HSO,Heavy Sour,3719,thousand barrels,BR,-14.235004,-51.92528
2010-09-01,Brazil,US,HSW,Heavy Sweet,918,thousand barrels,BR,-14.235004,-51.92528
2010-09-01,Brazil,US,MED,Medium,482,thousand barrels,BR,-14.235004,-51.92528
2010-09-01,Cameroon,US,HSW,Heavy Sweet,1574,thousand barrels,CM,7.369722,12.354722
2010-09-01,Cameroon,US,MED,Medium,281,thousand barrels,CM,7.369722,12.354722
2010-09-01,Canada,US,HSO,Heavy Sour,29622,thousand barrels,CA,56.130366,-106.346771
2010-09-01,Canada,US,HSW,Heavy Sweet,1729,thousand barrels,CA,56.130366,-106.346771
2010-09-01,Canada,US,LSO,Light Sour,3428,thousand barrels,CA,56.130366,-106.346771
2010-09-01,Canada,US,LSW,Light Sweet,2590,thousand barrels,CA,56.130366,-106.346771
2010-09-01,Canada,US,MED,Medium,19529,thousand barrels,CA,56.130366,-106.346771
2010-09-01,Chad,US,HSW,Heavy Sweet,906,thousand barrels,TD,15.454166,18.732207
2010-09-01,Colombia,US,HSO,Heavy Sour,7935,thousand barrels,CO,4.570868,-74.297333
2010-09-01,Colombia,US,MED,Medium,800,thousand barrels,CO,4.570868,-74.297333
2010-09-01,Congo-Brazzaville,US,LSW,Light Sweet,1241,thousand barrels,CG,-0.228021,15.827659
2010-09-01,Congo-Brazzaville,US,MED,Medium,680,thousand barrels,CG,-0.228021,15.827659
2010-09-01,Congo-Kinshasa,US,MED,Medium,603,thousand barrels,CD,-4.038333,21.758664
2010-09-01,Cote d'Ivoire,US,MED,Medium,300,thousand barrels,CI,7.539989,-5.54708
2010-09-01,Ecuador,US,HSO,Heavy Sour,6868,thousand barrels,EC,-1.831239,-78.183406
2010-09-01,Egypt,US,HSO,Heavy Sour,501,thousand barrels,EG,26.820553,30.802498
2010-09-01,Equatorial Guinea,US,LSW,Light Sweet,546,thousand barrels,GQ,1.650801,10.267895
2010-09-01,Equatorial Guinea,US,MED,Medium,2551,thousand barrels,GQ,1.650801,10.267895
2010-09-01,Gabon,US,LSW,Light Sweet,3097,thousand barrels,GA,-0.803689,11.609444
2010-09-01,Gabon,US,MED,Medium,972,thousand barrels,GA,-0.803689,11.609444
2010-09-01,Guatemala,US,HSW,Heavy Sweet,275,thousand barrels,GT,15.783471,-90.230759
2010-09-01,Iraq,US,MED,Medium,12645,thousand barrels,IQ,33.223191,43.679291
2010-09-01,Kazakhstan,US,MED,Medium,354,thousand barrels,KZ,48.019573,66.923684
2010-09-01,Kuwait,US,HSW,Heavy Sweet,949,thousand barrels,KW,29.31166,47.481766
2010-09-01,Kuwait,US,MED,Medium,4216,thousand barrels,KW,29.31166,47.481766
2010-09-01,Libya,US,LSW,Light Sweet,1000,thousand barrels,LY,26.3351,17.228331
2010-09-01,Mexico,US,HSO,Heavy Sour,25775,thousand barrels,MX,23.634501,-102.552784
2010-09-01,Mexico,US,LSO,Light Sour,6007,thousand barrels,MX,23.634501,-102.552784
2010-09-01,Mexico,US,LSW,Light Sweet,301,thousand barrels,MX,23.634501,-102.552784
2010-09-01,Mexico,US,MED,Medium,970,thousand barrels,MX,23.634501,-102.552784
2010-09-01,Nigeria,US,LSW,Light Sweet,22874,thousand barrels,NG,9.081999,8.675277
2010-09-01,Nigeria,US,MED,Medium,11294,thousand barrels,NG,9.081999,8.675277
2010-09-01,Peru,US,HSO,Heavy Sour,779,thousand barrels,PE,-9.189967,-75.015152
2010-09-01,Russia,US,HSO,Heavy Sour,1059,thousand barrels,RU,61.52401,105.318756
2010-09-01,Russia,US,LSO,Light Sour,3736,thousand barrels,RU,61.52401,105.318756
2010-09-01,Russia,US,MED,Medium,3781,thousand barrels,RU,61.52401,105.318756
2010-09-01,Saudi Arabia,US,LSO,Light Sour,2481,thousand barrels,SA,23.885942,45.079162
2010-09-01,Saudi Arabia,US,MED,Medium,29713,thousand barrels,SA,23.885942,45.079162
2010-09-01,Thailand,US,LSW,Light Sweet,399,thousand barrels,TH,15.870032,100.992541
2010-09-01,Trinidad and Tobago,US,LSW,Light Sweet,838,thousand barrels,TT,10.691803,-61.222503
2010-09-01,Trinidad and Tobago,US,MED,Medium,500,thousand barrels,TT,10.691803,-61.222503
2010-09-01,United Arab Emirates,US,LSO,Light Sour,314,thousand barrels,AE,23.424076,53.847818
2010-09-01,United Kingdom,US,HSO,Heavy Sour,526,thousand barrels,GB,55.378051,-3.435973
2010-09-01,United Kingdom,US,LSO,Light Sour,1019,thousand barrels,GB,55.378051,-3.435973
2010-09-01,United Kingdom,US,LSW,Light Sweet,548,thousand barrels,GB,55.378051,-3.435973
2010-09-01,Venezuela,US,HSO,Heavy Sour,28800,thousand barrels,VE,6.42375,-66.58973
2010-09-01,Venezuela,US,HSW,Heavy Sweet,976,thousand barrels,VE,6.42375,-66.58973
2010-09-01,Venezuela,US,LSW,Light Sweet,547,thousand barrels,VE,6.42375,-66.58973
2010-09-01,Venezuela,US,MED,Medium,4902,thousand barrels,VE,6.42375,-66.58973
2010-09-01,Vietnam,US,LSW,Light Sweet,262,thousand barrels,VN,14.058324,108.277199
2010-08-01,Algeria,US,LSW,Light Sweet,11587,thousand barrels,DZ,28.033886,1.659626
2010-08-01,Angola,US,LSO,Light Sour,418,thousand barrels,AO,-11.202692,17.873887
2010-08-01,Angola,US,LSW,Light Sweet,4386,thousand barrels,AO,-11.202692,17.873887
2010-08-01,Angola,US,MED,Medium,11731,thousand barrels,AO,-11.202692,17.873887
2010-08-01,Argentina,US,HSW,Heavy Sweet,476,thousand barrels,AR,-38.416097,-63.616672
2010-08-01,Australia,US,HSW,Heavy Sweet,587,thousand barrels,AU,-25.274398,133.775136
2010-08-01,Azerbaijan,US,LSW,Light Sweet,2099,thousand barrels,AZ,40.143105,47.576927
2010-08-01,Azerbaijan,US,MED,Medium,444,thousand barrels,AZ,40.143105,47.576927
2010-08-01,Belize,US,LSO,Light Sour,130,thousand barrels,BZ,17.189877,-88.49765
2010-08-01,Bolivia,US,LSW,Light Sweet,308,thousand barrels,BO,-16.290154,-63.588653
2010-08-01,Brazil,US,HSO,Heavy Sour,6493,thousand barrels,BR,-14.235004,-51.92528
2010-08-01,Brazil,US,HSW,Heavy Sweet,711,thousand barrels,BR,-14.235004,-51.92528
2010-08-01,Brazil,US,MED,Medium,526,thousand barrels,BR,-14.235004,-51.92528
2010-08-01,Cameroon,US,HSW,Heavy Sweet,1901,thousand barrels,CM,7.369722,12.354722
2010-08-01,Canada,US,HSO,Heavy Sour,37140,thousand barrels,CA,56.130366,-106.346771
2010-08-01,Canada,US,HSW,Heavy Sweet,1024,thousand barrels,CA,56.130366,-106.346771
2010-08-01,Canada,US,LSO,Light Sour,4340,thousand barrels,CA,56.130366,-106.346771
2010-08-01,Canada,US,LSW,Light Sweet,1575,thousand barrels,CA,56.130366,-106.346771
2010-08-01,Canada,US,MED,Medium,15915,thousand barrels,CA,56.130366,-106.346771
2010-08-01,Colombia,US,HSO,Heavy Sour,8735,thousand barrels,CO,4.570868,-74.297333
2010-08-01,Colombia,US,LSW,Light Sweet,497,thousand barrels,CO,4.570868,-74.297333
2010-08-01,Colombia,US,MED,Medium,1493,thousand barrels,CO,4.570868,-74.297333
2010-08-01,Congo-Brazzaville,US,LSW,Light Sweet,3035,thousand barrels,CG,-0.228021,15.827659
2010-08-01,Ecuador,US,HSO,Heavy Sour,8024,thousand barrels,EC,-1.831239,-78.183406
2010-08-01,Ecuador,US,MED,Medium,346,thousand barrels,EC,-1.831239,-78.183406
2010-08-01,Equatorial Guinea,US,LSW,Light Sweet,1341,thousand barrels,GQ,1.650801,10.267895
2010-08-01,Equatorial Guinea,US,MED,Medium,2542,thousand barrels,GQ,1.650801,10.267895
2010-08-01,Gabon,US,LSW,Light Sweet,2413,thousand barrels,GA,-0.803689,11.609444
2010-08-01,Gabon,US,MED,Medium,2677,thousand barrels,GA,-0.803689,11.609444
2010-08-01,Guatemala,US,HSW,Heavy Sweet,517,thousand barrels,GT,15.783471,-90.230759
2010-08-01,Indonesia,US,HSW,Heavy Sweet,600,thousand barrels,ID,-0.789275,113.921327
2010-08-01,Indonesia,US,LSW,Light Sweet,207,thousand barrels,ID,-0.789275,113.921327
2010-08-01,Indonesia,US,MED,Medium,898,thousand barrels,ID,-0.789275,113.921327
2010-08-01,Iraq,US,MED,Medium,8437,thousand barrels,IQ,33.223191,43.679291
2010-08-01,Kazakhstan,US,MED,Medium,318,thousand barrels,KZ,48.019573,66.923684
2010-08-01,Kuwait,US,HSO,Heavy Sour,927,thousand barrels,KW,29.31166,47.481766
2010-08-01,Kuwait,US,MED,Medium,6842,thousand barrels,KW,29.31166,47.481766
2010-08-01,Libya,US,LSO,Light Sour,540,thousand barrels,LY,26.3351,17.228331
2010-08-01,Libya,US,LSW,Light Sweet,1629,thousand barrels,LY,26.3351,17.228331
2010-08-01,Libya,US,MED,Medium,424,thousand barrels,LY,26.3351,17.228331
2010-08-01,Mexico,US,HSO,Heavy Sour,29385,thousand barrels,MX,23.634501,-102.552784
2010-08-01,Mexico,US,LSO,Light Sour,6513,thousand barrels,MX,23.634501,-102.552784
2010-08-01,Mexico,US,LSW,Light Sweet,306,thousand barrels,MX,23.634501,-102.552784
2010-08-01,Nigeria,US,LSO,Light Sour,444,thousand barrels,NG,9.081999,8.675277
2010-08-01,Nigeria,US,LSW,Light Sweet,21270,thousand barrels,NG,9.081999,8.675277
2010-08-01,Nigeria,US,MED,Medium,8430,thousand barrels,NG,9.081999,8.675277
2010-08-01,Norway,US,LSW,Light Sweet,657,thousand barrels,NO,60.472024,8.468946
2010-08-01,Peru,US,HSO,Heavy Sour,399,thousand barrels,PE,-9.189967,-75.015152
2010-08-01,Peru,US,MED,Medium,349,thousand barrels,PE,-9.189967,-75.015152
2010-08-01,Russia,US,HSO,Heavy Sour,1996,thousand barrels,RU,61.52401,105.318756
2010-08-01,Russia,US,LSO,Light Sour,3066,thousand barrels,RU,61.52401,105.318756
2010-08-01,Russia,US,MED,Medium,5278,thousand barrels,RU,61.52401,105.318756
2010-08-01,Saudi Arabia,US,LSO,Light Sour,4559,thousand barrels,SA,23.885942,45.079162
2010-08-01,Saudi Arabia,US,MED,Medium,28927,thousand barrels,SA,23.885942,45.079162
2010-08-01,Thailand,US,LSW,Light Sweet,488,thousand barrels,TH,15.870032,100.992541
2010-08-01,Trinidad and Tobago,US,LSW,Light Sweet,1255,thousand barrels,TT,10.691803,-61.222503
2010-08-01,Trinidad and Tobago,US,MED,Medium,400,thousand barrels,TT,10.691803,-61.222503
2010-08-01,United Kingdom,US,HSO,Heavy Sour,1437,thousand barrels,GB,55.378051,-3.435973
2010-08-01,United Kingdom,US,LSO,Light Sour,1290,thousand barrels,GB,55.378051,-3.435973
2010-08-01,United Kingdom,US,LSW,Light Sweet,1013,thousand barrels,GB,55.378051,-3.435973
2010-08-01,Venezuela,US,HSO,Heavy Sour,31434,thousand barrels,VE,6.42375,-66.58973
2010-08-01,Venezuela,US,HSW,Heavy Sweet,870,thousand barrels,VE,6.42375,-66.58973
2010-08-01,Venezuela,US,LSW,Light Sweet,244,thousand barrels,VE,6.42375,-66.58973
2010-08-01,Venezuela,US,MED,Medium,4420,thousand barrels,VE,6.42375,-66.58973
2010-08-01,Vietnam,US,LSW,Light Sweet,390,thousand barrels,VN,14.058324,108.277199
2010-07-01,Algeria,US,LSO,Light Sour,1022,thousand barrels,DZ,28.033886,1.659626
2010-07-01,Algeria,US,LSW,Light Sweet,9665,thousand barrels,DZ,28.033886,1.659626
2010-07-01,Algeria,US,MED,Medium,258,thousand barrels,DZ,28.033886,1.659626
2010-07-01,Angola,US,HSO,Heavy Sour,952,thousand barrels,AO,-11.202692,17.873887
2010-07-01,Angola,US,LSO,Light Sour,119,thousand barrels,AO,-11.202692,17.873887
2010-07-01,Angola,US,LSW,Light Sweet,4658,thousand barrels,AO,-11.202692,17.873887
2010-07-01,Angola,US,MED,Medium,5854,thousand barrels,AO,-11.202692,17.873887
2010-07-01,Argentina,US,HSW,Heavy Sweet,484,thousand barrels,AR,-38.416097,-63.616672
2010-07-01,Australia,US,HSW,Heavy Sweet,1942,thousand barrels,AU,-25.274398,133.775136
2010-07-01,Azerbaijan,US,LSW,Light Sweet,2634,thousand barrels,AZ,40.143105,47.576927
2010-07-01,Azerbaijan,US,MED,Medium,945,thousand barrels,AZ,40.143105,47.576927
2010-07-01,Belize,US,LSO,Light Sour,129,thousand barrels,BZ,17.189877,-88.49765
2010-07-01,Bolivia,US,LSW,Light Sweet,270,thousand barrels,BO,-16.290154,-63.588653
2010-07-01,Brazil,US,HSO,Heavy Sour,8331,thousand barrels,BR,-14.235004,-51.92528
2010-07-01,Brazil,US,HSW,Heavy Sweet,903,thousand barrels,BR,-14.235004,-51.92528
2010-07-01,Brazil,US,MED,Medium,522,thousand barrels,BR,-14.235004,-51.92528
2010-07-01,Cameroon,US,HSW,Heavy Sweet,2500,thousand barrels,CM,7.369722,12.354722
2010-07-01,Canada,US,HSO,Heavy Sour,35382,thousand barrels,CA,56.130366,-106.346771
2010-07-01,Canada,US,HSW,Heavy Sweet,1327,thousand barrels,CA,56.130366,-106.346771
2010-07-01,Canada,US,LSO,Light Sour,4344,thousand barrels,CA,56.130366,-106.346771
2010-07-01,Canada,US,LSW,Light Sweet,3181,thousand barrels,CA,56.130366,-106.346771
2010-07-01,Canada,US,MED,Medium,19474,thousand barrels,CA,56.130366,-106.346771
2010-07-01,Chad,US,HSW,Heavy Sweet,1387,thousand barrels,TD,15.454166,18.732207
2010-07-01,China,US,HSW,Heavy Sweet,235,thousand barrels,CN,35.86166,104.195397
2010-07-01,Colombia,US,HSO,Heavy Sour,8109,thousand barrels,CO,4.570868,-74.297333
2010-07-01,Colombia,US,LSO,Light Sour,60,thousand barrels,CO,4.570868,-74.297333
2010-07-01,Colombia,US,LSW,Light Sweet,308,thousand barrels,CO,4.570868,-74.297333
2010-07-01,Colombia,US,MED,Medium,3342,thousand barrels,CO,4.570868,-74.297333
2010-07-01,Congo-Brazzaville,US,LSW,Light Sweet,1371,thousand barrels,CG,-0.228021,15.827659
2010-07-01,Ecuador,US,HSO,Heavy Sour,5521,thousand barrels,EC,-1.831239,-78.183406
2010-07-01,Ecuador,US,MED,Medium,1709,thousand barrels,EC,-1.831239,-78.183406
2010-07-01,Equatorial Guinea,US,MED,Medium,2901,thousand barrels,GQ,1.650801,10.267895
2010-07-01,Gabon,US,LSW,Light Sweet,2002,thousand barrels,GA,-0.803689,11.609444
2010-07-01,Gabon,US,MED,Medium,904,thousand barrels,GA,-0.803689,11.609444
2010-07-01,Guatemala,US,HSW,Heavy Sweet,259,thousand barrels,GT,15.783471,-90.230759
2010-07-01,Iraq,US,MED,Medium,13345,thousand barrels,IQ,33.223191,43.679291
2010-07-01,Kazakhstan,US,LSO,Light Sour,1284,thousand barrels,KZ,48.019573,66.923684
2010-07-01,Kuwait,US,HSO,Heavy Sour,596,thousand barrels,KW,29.31166,47.481766
2010-07-01,Kuwait,US,HSW,Heavy Sweet,825,thousand barrels,KW,29.31166,47.481766
2010-07-01,Kuwait,US,MED,Medium,4428,thousand barrels,KW,29.31166,47.481766
2010-07-01,Libya,US,LSW,Light Sweet,1931,thousand barrels,LY,26.3351,17.228331
2010-07-01,Mexico,US,HSO,Heavy Sour,28840,thousand barrels,MX,23.634501,-102.552784
2010-07-01,Mexico,US,LSO,Light Sour,6556,thousand barrels,MX,23.634501,-102.552784
2010-07-01,Mexico,US,LSW,Light Sweet,271,thousand barrels,MX,23.634501,-102.552784
2010-07-01,Mexico,US,MED,Medium,993,thousand barrels,MX,23.634501,-102.552784
2010-07-01,Nigeria,US,LSO,Light Sour,2148,thousand barrels,NG,9.081999,8.675277
2010-07-01,Nigeria,US,LSW,Light Sweet,16643,thousand barrels,NG,9.081999,8.675277
2010-07-01,Nigeria,US,MED,Medium,16632,thousand barrels,NG,9.081999,8.675277
2010-07-01,Norway,US,LSW,Light Sweet,966,thousand barrels,NO,60.472024,8.468946
2010-07-01,Peru,US,HSO,Heavy Sour,400,thousand barrels,PE,-9.189967,-75.015152
2010-07-01,Russia,US,HSO,Heavy Sour,2695,thousand barrels,RU,61.52401,105.318756
2010-07-01,Russia,US,LSO,Light Sour,375,thousand barrels,RU,61.52401,105.318756
2010-07-01,Russia,US,LSW,Light Sweet,693,thousand barrels,RU,61.52401,105.318756
2010-07-01,Russia,US,MED,Medium,7609,thousand barrels,RU,61.52401,105.318756
2010-07-01,Saudi Arabia,US,LSO,Light Sour,3033,thousand barrels,SA,23.885942,45.079162
2010-07-01,Saudi Arabia,US,MED,Medium,28468,thousand barrels,SA,23.885942,45.079162
2010-07-01,Thailand,US,LSW,Light Sweet,260,thousand barrels,TH,15.870032,100.992541
2010-07-01,Trinidad and Tobago,US,LSW,Light Sweet,838,thousand barrels,TT,10.691803,-61.222503
2010-07-01,Trinidad and Tobago,US,MED,Medium,617,thousand barrels,TT,10.691803,-61.222503
2010-07-01,United Kingdom,US,HSO,Heavy Sour,508,thousand barrels,GB,55.378051,-3.435973
2010-07-01,United Kingdom,US,LSO,Light Sour,4647,thousand barrels,GB,55.378051,-3.435973
2010-07-01,United Kingdom,US,LSW,Light Sweet,1585,thousand barrels,GB,55.378051,-3.435973
2010-07-01,Venezuela,US,HSO,Heavy Sour,33420,thousand barrels,VE,6.42375,-66.58973
2010-07-01,Venezuela,US,HSW,Heavy Sweet,1094,thousand barrels,VE,6.42375,-66.58973
2010-07-01,Venezuela,US,LSO,Light Sour,133,thousand barrels,VE,6.42375,-66.58973
2010-07-01,Venezuela,US,LSW,Light Sweet,251,thousand barrels,VE,6.42375,-66.58973
2010-07-01,Venezuela,US,MED,Medium,3696,thousand barrels,VE,6.42375,-66.58973
2010-07-01,Vietnam,US,LSW,Light Sweet,207,thousand barrels,VN,14.058324,108.277199
2010-06-01,Algeria,US,LSO,Light Sour,541,thousand barrels,DZ,28.033886,1.659626
2010-06-01,Algeria,US,LSW,Light Sweet,10698,thousand barrels,DZ,28.033886,1.659626
2010-06-01,Angola,US,HSO,Heavy Sour,2526,thousand barrels,AO,-11.202692,17.873887
2010-06-01,Angola,US,LSW,Light Sweet,1643,thousand barrels,AO,-11.202692,17.873887
2010-06-01,Angola,US,MED,Medium,9584,thousand barrels,AO,-11.202692,17.873887
2010-06-01,Argentina,US,HSW,Heavy Sweet,1014,thousand barrels,AR,-38.416097,-63.616672
2010-06-01,Azerbaijan,US,LSW,Light Sweet,2706,thousand barrels,AZ,40.143105,47.576927
2010-06-01,Belize,US,LSO,Light Sour,131,thousand barrels,BZ,17.189877,-88.49765
2010-06-01,Bolivia,US,LSW,Light Sweet,304,thousand barrels,BO,-16.290154,-63.588653
2010-06-01,Brazil,US,HSO,Heavy Sour,7613,thousand barrels,BR,-14.235004,-51.92528
2010-06-01,Brazil,US,MED,Medium,1586,thousand barrels,BR,-14.235004,-51.92528
2010-06-01,Cameroon,US,HSW,Heavy Sweet,987,thousand barrels,CM,7.369722,12.354722
2010-06-01,Canada,US,HSO,Heavy Sour,35019,thousand barrels,CA,56.130366,-106.346771
2010-06-01,Canada,US,HSW,Heavy Sweet,773,thousand barrels,CA,56.130366,-106.346771
2010-06-01,Canada,US,LSO,Light Sour,3386,thousand barrels,CA,56.130366,-106.346771
2010-06-01,Canada,US,LSW,Light Sweet,4401,thousand barrels,CA,56.130366,-106.346771
2010-06-01,Canada,US,MED,Medium,21639,thousand barrels,CA,56.130366,-106.346771
2010-06-01,China,US,HSW,Heavy Sweet,246,thousand barrels,CN,35.86166,104.195397
2010-06-01,Colombia,US,HSO,Heavy Sour,8013,thousand barrels,CO,4.570868,-74.297333
2010-06-01,Colombia,US,LSW,Light Sweet,1179,thousand barrels,CO,4.570868,-74.297333
2010-06-01,Colombia,US,MED,Medium,2426,thousand barrels,CO,4.570868,-74.297333
2010-06-01,Congo-Brazzaville,US,LSW,Light Sweet,1034,thousand barrels,CG,-0.228021,15.827659
2010-06-01,Congo-Kinshasa,US,MED,Medium,439,thousand barrels,CD,-4.038333,21.758664
2010-06-01,Cote d'Ivoire,US,LSW,Light Sweet,237,thousand barrels,CI,7.539989,-5.54708
2010-06-01,Ecuador,US,HSO,Heavy Sour,5694,thousand barrels,EC,-1.831239,-78.183406
2010-06-01,Ecuador,US,MED,Medium,1664,thousand barrels,EC,-1.831239,-78.183406
2010-06-01,Equatorial Guinea,US,MED,Medium,994,thousand barrels,GQ,1.650801,10.267895
2010-06-01,Gabon,US,LSW,Light Sweet,875,thousand barrels,GA,-0.803689,11.609444
2010-06-01,Gabon,US,MED,Medium,2592,thousand barrels,GA,-0.803689,11.609444
2010-06-01,Guatemala,US,HSW,Heavy Sweet,266,thousand barrels,GT,15.783471,-90.230759
2010-06-01,Indonesia,US,HSW,Heavy Sweet,566,thousand barrels,ID,-0.789275,113.921327
2010-06-01,Indonesia,US,MED,Medium,201,thousand barrels,ID,-0.789275,113.921327
2010-06-01,Iraq,US,HSO,Heavy Sour,216,thousand barrels,IQ,33.223191,43.679291
2010-06-01,Iraq,US,MED,Medium,18218,thousand barrels,IQ,33.223191,43.679291
2010-06-01,Kazakhstan,US,LSO,Light Sour,701,thousand barrels,KZ,48.019573,66.923684
2010-06-01,Kuwait,US,HSO,Heavy Sour,1424,thousand barrels,KW,29.31166,47.481766
2010-06-01,Kuwait,US,MED,Medium,4925,thousand barrels,KW,29.31166,47.481766
2010-06-01,Libya,US,LSW,Light Sweet,2107,thousand barrels,LY,26.3351,17.228331
2010-06-01,Mexico,US,HSO,Heavy Sour,25523,thousand barrels,MX,23.634501,-102.552784
2010-06-01,Mexico,US,LSO,Light Sour,5960,thousand barrels,MX,23.634501,-102.552784
2010-06-01,Mexico,US,LSW,Light Sweet,285,thousand barrels,MX,23.634501,-102.552784
2010-06-01,Mexico,US,MED,Medium,499,thousand barrels,MX,23.634501,-102.552784
2010-06-01,Netherlands,US,LSW,Light Sweet,949,thousand barrels,NL,52.132633,5.291266
2010-06-01,Nigeria,US,LSO,Light Sour,468,thousand barrels,NG,9.081999,8.675277
2010-06-01,Nigeria,US,LSW,Light Sweet,20633,thousand barrels,NG,9.081999,8.675277
2010-06-01,Nigeria,US,MED,Medium,11813,thousand barrels,NG,9.081999,8.675277
2010-06-01,Norway,US,LSW,Light Sweet,336,thousand barrels,NO,60.472024,8.468946
2010-06-01,Peru,US,HSO,Heavy Sour,334,thousand barrels,PE,-9.189967,-75.015152
2010-06-01,Russia,US,HSO,Heavy Sour,1666,thousand barrels,RU,61.52401,105.318756
2010-06-01,Russia,US,LSO,Light Sour,1791,thousand barrels,RU,61.52401,105.318756
2010-06-01,Russia,US,LSW,Light Sweet,720,thousand barrels,RU,61.52401,105.318756
2010-06-01,Russia,US,MED,Medium,8293,thousand barrels,RU,61.52401,105.318756
2010-06-01,Saudi Arabia,US,HSO,Heavy Sour,305,thousand barrels,SA,23.885942,45.079162
2010-06-01,Saudi Arabia,US,LSO,Light Sour,3258,thousand barrels,SA,23.885942,45.079162
2010-06-01,Saudi Arabia,US,MED,Medium,29771,thousand barrels,SA,23.885942,45.079162
2010-06-01,Thailand,US,LSW,Light Sweet,686,thousand barrels,TH,15.870032,100.992541
2010-06-01,Trinidad and Tobago,US,LSW,Light Sweet,863,thousand barrels,TT,10.691803,-61.222503
2010-06-01,Trinidad and Tobago,US,MED,Medium,704,thousand barrels,TT,10.691803,-61.222503
2010-06-01,United Kingdom,US,HSO,Heavy Sour,528,thousand barrels,GB,55.378051,-3.435973
2010-06-01,United Kingdom,US,LSO,Light Sour,2014,thousand barrels,GB,55.378051,-3.435973
2010-06-01,United Kingdom,US,LSW,Light Sweet,963,thousand barrels,GB,55.378051,-3.435973
2010-06-01,Venezuela,US,HSO,Heavy Sour,25181,thousand barrels,VE,6.42375,-66.58973
2010-06-01,Venezuela,US,HSW,Heavy Sweet,2909,thousand barrels,VE,6.42375,-66.58973
2010-06-01,Venezuela,US,LSW,Light Sweet,296,thousand barrels,VE,6.42375,-66.58973
2010-06-01,Venezuela,US,MED,Medium,3955,thousand barrels,VE,6.42375,-66.58973
2010-06-01,Vietnam,US,LSW,Light Sweet,882,thousand barrels,VN,14.058324,108.277199
2010-05-01,Algeria,US,LSW,Light Sweet,10908,thousand barrels,DZ,28.033886,1.659626
2010-05-01,Angola,US,HSO,Heavy Sour,827,thousand barrels,AO,-11.202692,17.873887
2010-05-01,Angola,US,LSW,Light Sweet,2829,thousand barrels,AO,-11.202692,17.873887
2010-05-01,Angola,US,MED,Medium,9470,thousand barrels,AO,-11.202692,17.873887
2010-05-01,Azerbaijan,US,LSW,Light Sweet,3142,thousand barrels,AZ,40.143105,47.576927
2010-05-01,Brazil,US,HSO,Heavy Sour,7172,thousand barrels,BR,-14.235004,-51.92528
2010-05-01,Brazil,US,HSW,Heavy Sweet,1101,thousand barrels,BR,-14.235004,-51.92528
2010-05-01,Brazil,US,MED,Medium,1385,thousand barrels,BR,-14.235004,-51.92528
2010-05-01,Cameroon,US,HSW,Heavy Sweet,1905,thousand barrels,CM,7.369722,12.354722
2010-05-01,Canada,US,HSO,Heavy Sour,35662,thousand barrels,CA,56.130366,-106.346771
2010-05-01,Canada,US,HSW,Heavy Sweet,1204,thousand barrels,CA,56.130366,-106.346771
2010-05-01,Canada,US,LSO,Light Sour,2979,thousand barrels,CA,56.130366,-106.346771
2010-05-01,Canada,US,LSW,Light Sweet,2628,thousand barrels,CA,56.130366,-106.346771
2010-05-01,Canada,US,MED,Medium,19452,thousand barrels,CA,56.130366,-106.346771
2010-05-01,China,US,HSW,Heavy Sweet,246,thousand barrels,CN,35.86166,104.195397
2010-05-01,Colombia,US,HSO,Heavy Sour,7326,thousand barrels,CO,4.570868,-74.297333
2010-05-01,Colombia,US,MED,Medium,1804,thousand barrels,CO,4.570868,-74.297333
2010-05-01,Congo-Brazzaville,US,LSW,Light Sweet,2760,thousand barrels,CG,-0.228021,15.827659
2010-05-01,Cote d'Ivoire,US,MED,Medium,644,thousand barrels,CI,7.539989,-5.54708
2010-05-01,Ecuador,US,HSO,Heavy Sour,4958,thousand barrels,EC,-1.831239,-78.183406
2010-05-01,Ecuador,US,MED,Medium,681,thousand barrels,EC,-1.831239,-78.183406
2010-05-01,Equatorial Guinea,US,LSW,Light Sweet,441,thousand barrels,GQ,1.650801,10.267895
2010-05-01,Equatorial Guinea,US,MED,Medium,1944,thousand barrels,GQ,1.650801,10.267895
2010-05-01,Gabon,US,LSW,Light Sweet,1988,thousand barrels,GA,-0.803689,11.609444
2010-05-01,Gabon,US,MED,Medium,472,thousand barrels,GA,-0.803689,11.609444
2010-05-01,Guatemala,US,HSW,Heavy Sweet,526,thousand barrels,GT,15.783471,-90.230759
2010-05-01,Indonesia,US,HSW,Heavy Sweet,600,thousand barrels,ID,-0.789275,113.921327
2010-05-01,Indonesia,US,LSW,Light Sweet,188,thousand barrels,ID,-0.789275,113.921327
2010-05-01,Indonesia,US,MED,Medium,652,thousand barrels,ID,-0.789275,113.921327
2010-05-01,Iraq,US,MED,Medium,12003,thousand barrels,IQ,33.223191,43.679291
2010-05-01,Kazakhstan,US,LSO,Light Sour,653,thousand barrels,KZ,48.019573,66.923684
2010-05-01,Kazakhstan,US,MED,Medium,332,thousand barrels,KZ,48.019573,66.923684
2010-05-01,Kuwait,US,HSO,Heavy Sour,1740,thousand barrels,KW,29.31166,47.481766
